"","WT1_25_Slot2-5_1_3496","WT1_50_Slot2-9_1_3502","WT1_100_Slot2-4_1_3495","WT1_Veh_Slot2-2_1_3493","WT3_25_Slot2-6_1_3497","WT3_50_Slot2-10_1_3503","WT3_100_Slot2-11_1_3504","WT3_Veh_Slot2-13_1_3507","WT4_25_Slot2-14_1_3508","WT4_50_Slot2-7_1_3499","WT4_100_Slot2-16_1_3510","WT4_Veh_Slot2-12_1_3505","WT5_25_Slot2-8_1_3500","WT5_50_Slot2-17_1_3511","WT5_100_Slot2-3_1_3494","WT5_Veh_Slot2-15_1_3509"
"Atp5f1c",731332.043103482,737447.601160623,872480.436085509,618464.38145384,698427.111929485,699671.178290098,717259.030657489,755622.04943359,637288.085318937,571188.957958312,649255.97549171,628985.044413781,756344.48195667,703266.322107685,853058.920440215,570201.826908985
"Aspa",337158.385695899,345286.524800985,320591.740168127,281638.835148417,309301.517529794,341070.312172039,313407.040657741,260593.197912163,269216.158043553,336684.075179191,293453.610384601,261045.440025822,309202.171332361,283425.399687158,331730.850878687,226715.177937545
"Paip1",28566.1200715386,24850.6452636305,23975.7319541061,30470.1789259974,28089.0345168234,29032.6434168102,22546.3865408852,27172.6088712681,21393.6711895851,25372.504205559,24575.8183408869,29663.4233912136,23184.0292872829,24508.2491424109,29087.928684908,26536.7677338585
"Hars2",24290.5440154495,24173.03731014,23569.3723743647,21906.725514875,26099.018583944,24876.3990010448,23308.2580470911,25455.4904458657,26547.5509681361,23708.1191502016,19624.1514457343,23574.9544456342,24693.425101646,23154.2917163811,25042.0068411378,24160.1158611214
"Acsl5",26337.5014018755,29065.3157634246,29104.5114703522,25513.6902054381,29200.1830316236,28482.1438627657,30538.9483629493,25861.3114951515,25753.9852060259,25544.721632179,25512.6129363017,28357.3229824915,24440.6531189261,30426.6985628445,30037.2117582215,24561.1649082684
"Mrps23",35918.5412238009,39357.3504937675,40914.200550453,27371.0370364115,35947.9815119717,39795.7440054514,37180.5802672951,40887.3560025255,35122.0429487546,29663.525710028,34588.7972857906,32409.7512625511,38620.3394090812,36389.4218323716,37591.154058933,35968.2648264312
"Chn2",6716.7796698573,7371.42000000872,8989.0682584807,8443.8375682567,6828.68363037805,7116.93682927537,7797.31079789917,8705.62000001033,10478.185564873,7521.01228379667,8546.06501263692,7554.46056221326,6300.27214507928,6788.76079053342,6929.43179905974,10716.8000000127
"Gstm1",715382.742059608,739128.084833289,660466.67972279,583090.620821326,630915.979682156,747230.329409474,661827.896596415,527229.252741365,555528.950756431,721331.945960568,700740.731618377,665928.134062071,629662.84108298,648896.680545191,621927.166028759,512972.449786146
"Rab28",13229.4891969738,17218.9235113099,17794.1327550857,11755.1178800072,16655.5821728606,19541.4523291791,17686.6878578301,12696.7695762318,14803.9436943035,16375.7760347627,17701.0331350289,13022.3935038056,15567.779651677,14010.3250151394,14917.6615964291,14540.8367317298
"Npm1",533150.672337465,497400.182437585,440046.314460172,603047.074350442,483724.029529661,551310.406091477,471430.436561936,495262.349243966,400198.211867706,409932.627823251,509032.87353465,665723.041005982,486399.776779929,488030.004270345,460006.675695565,523477.834193611
"Pex11a",31543.7301259408,33771.8023535027,39711.0293725986,22790.1118649434,35396.1351803832,40992.8466223108,35924.0835144446,33488.6078168159,32523.2183744132,36563.7096032914,24584.4672089216,20321.5118689696,33414.5002571848,29119.5636596843,34310.1263281757,23652.7351103877
"Atp6v1c1",149675.186214521,156759.240485193,159781.178441213,140594.671893422,159295.5481499,161818.018034854,149669.471661594,141490.822897038,141348.678671529,141371.520884406,132928.072277623,140924.681128465,156393.241759296,137289.957917831,161295.584539074,145044.027007299
"F5",422189.208372032,570107.475462486,657708.338994889,319868.35550724,433590.913537777,457379.047381531,426452.483581005,305967.264669306,511288.227818692,507613.790889173,418417.742283787,360532.946917152,462285.105292549,380871.143506926,473436.996923493,297570.141054585
"Slc30a9",61119.0535124914,63545.9345214564,67450.9770874791,58000.654346356,59571.2705354678,59780.5381879661,64317.3487717204,59744.1180805047,60453.1263973398,62270.934878654,55905.0782424727,51411.5177712575,62479.4289632557,59890.8623462511,62582.0532937413,53495.8025846966
"Ube2l3",179364.839839446,147056.51633924,134068.474227186,117178.511865722,138227.516096871,162735.643639204,130952.325363824,146209.776381996,114458.111228723,121931.669746683,177983.870306209,167314.468327017,146042.338494804,149090.829174688,144579.564024746,132410.499083385
"Rab5b",531482.888430476,535837.431569945,617767.520946643,484832.506058929,566847.904118576,511647.226773945,622720.372359901,462762.802121488,444687.548520399,480766.108527276,578736.519253829,507649.287138363,566428.241468578,567031.890053824,558173.737702853,450008.04587754
"Grik1",9268.57841898816,14127.3214290247,14205.5271861779,11777.0469505039,14788.3003754632,13672.5810711647,15626.5007992953,15394.7370526326,11029.2130424884,11745.7537235692,11273.7237824099,12145.8172736438,12332.927019432,13503.8273335892,20473.6227427475,12736.6226466415
"Rras2",36545.6475136924,31964.3838235272,35512.2088017188,33924.4365418653,33169.0540218541,35528.7825342319,28163.0859449252,31147.9508097082,33423.5284070141,36969.1752299723,34184.6388734426,37767.9667149605,37749.2454461002,31466.8562571823,28863.9526041009,30013.0252943985
"Rab14",408742.426542949,361363.699209989,395044.77316679,293872.475715846,362308.727429228,373565.174494465,347343.377942626,250208.540177313,263714.644286672,309881.406918968,377222.770936936,277403.286554591,348794.33456887,381649.969463236,431597.884355585,264509.152092447
"Krt35",NA,NA,NA,NA,NA,NA,NA,NA,549050.645279584,NA,NA,NA,NA,NA,NA,39799.8473561975
"Krt17",102484.269229483,148080.848694739,124075.926084115,92905.8716533981,242229.153789761,149370.338342664,152885.185618995,92164.029255068,611964.489875551,99731.9422149295,121972.343017627,75084.5913752045,98258.5239735614,131875.295067671,401218.164853912,74807.1920460345
"Gtpbp4",40137.1820143569,45391.8053680577,38922.992219526,56725.3593962185,38307.2064002728,39631.5191310165,38586.3606334104,54555.3582184445,40779.6391767422,41021.2066102064,39924.7806182717,61528.3052565064,42698.1592275317,36828.2967598818,34823.5406191916,56646.1019351956
"Rras",133893.718098426,135849.11610073,144822.594660225,143818.894636463,137611.259729331,141644.157945734,126697.362233995,134455.348946947,130415.226652731,166751.618492276,148412.526401453,135850.134073127,142472.298307532,117533.649654272,143012.931893941,128183.725382224
"Itpr2",17433.7848996465,15423.2947599011,22367.7280159284,19340.1286623332,20857.5845832175,27606.2875653885,26484.6021927788,22668.5830067204,29678.3641293748,31526.9886590586,26851.0442190871,16339.9730051578,22709.9734715228,19653.8203414753,24015.4825060633,16675.6156248685
"Sort1",27948.9269372007,28319.1415785017,31875.1691587785,19131.8982461357,21958.4636563057,19403.8013800071,25442.3810349801,21252.282205655,26055.0361472056,28348.7946669948,27804.5525560709,21895.0547595785,26523.0745561459,28032.2523429611,23554.0316414094,21275.0575063445
"Cycs",809089.403401975,814682.271562959,1058678.22177255,501084.271900697,750122.329060361,940958.196755946,777581.677902236,669800.033355424,468039.28443755,533513.052886605,932307.098573804,679922.677711631,752863.248825692,776970.291336391,858734.769753481,476684.377461544
"Farsb",239562.950161551,234413.203852208,249235.427086355,225127.106047639,250761.801252138,258711.786295573,265605.194640708,209138.398946259,211139.187712701,241358.664708003,231564.058984258,201981.587965935,254740.142838449,225714.023296573,280630.007539476,202737.494970418
"Mlycd",22305.5127934135,28963.2654705552,26856.4817078773,23692.8984036968,27669.8503776218,29679.7225404436,27840.1586534153,29148.2404964598,28282.6015754462,29806.9021847862,25380.4601789835,24394.7027528453,28462.0772382791,27412.1428284647,28151.8776089216,25428.0642694492
"Mocs1",8549.77644318225,9509.89152912895,9766.61417533156,10312.399792467,10356.993105438,9320.21812008862,10110.4686684013,10557.4777099498,10087.914875656,10162.5524268765,9430.46541168955,9847.72963298645,10748.4994639365,9099.8690237751,10429.5059136117,9805.30570554277
"Efhd2",191990.841381579,196564.525211088,187930.08141452,264441.449433962,216435.891973955,198664.269488158,203891.697232691,260784.44026617,211134.232954189,185750.668603624,178966.559743865,283428.104800009,210457.948221683,177690.761957478,152740.641232893,264883.532127747
"D17h6s53e",16541.5605250767,19783.6807618635,18551.8807572421,16474.2862388487,19315.3038142178,17237.419779255,24275.2893459247,21562.4479310983,16818.2481336066,22656.883393242,19634.3784904609,19590.1039507736,19263.8553373131,18829.8013427805,16961.8755125417,19357.9445043424
"Rhot2",33410.4195205442,35858.4752973599,37694.3356364654,25568.3064306032,36367.4207821586,34850.8409244174,35592.7361063131,25517.0343251339,30904.2944985061,34552.9483686836,32787.3838929036,25621.7607453772,33934.8557702668,38249.2719017763,38335.3327119622,28208.6034043919
"Sorbs2",93970.8919898991,104290.966017499,86786.0345837346,93969.3076065476,89114.1691883882,108530.249586899,96538.596695193,91964.693109921,98229.3119055519,108868.716889185,101454.356246735,93656.3017851942,105335.635659288,98983.0105648858,86843.3739929457,89799.4945602671
"Siglec1",15362.0107700665,13940.8303894781,14558.6373246586,10829.6976146143,14522.4042752041,12834.7397524541,17403.7404040133,12016.6117824538,16801.4657973796,15695.9691666193,14301.6980468479,13493.0930137025,13752.061072966,17386.2427811471,14626.9891396116,12133.1714622106
"Adsl",116629.699922081,102819.476576663,87684.490139234,98153.2082980128,100034.008648147,115365.652241512,96317.982754622,92024.3238012865,86466.3874210993,91687.6656819112,105981.807720615,117669.193399015,103249.26004946,101623.367982841,104670.050902303,90691.3460750106
"Slc9a1",23490.361345817,28814.7190224003,24682.9486480432,20050.2989658355,23650.357233456,25750.8356068199,23864.9363110574,22721.8170399411,22593.0983838009,26834.1114686561,23824.3272108544,24417.5708832505,27215.2214938986,25458.3080040189,23798.2331870661,19933.288503938
"Trappc13",66781.6291010596,70247.7381892947,71326.8020762143,53945.2782680413,69890.3604773508,73210.2962342024,71056.5425569789,61889.0011273919,68679.326261121,73976.7514612369,65847.8336564651,61676.9137158005,67208.5433848105,70624.1807421471,66768.0912313935,58681.0753464827
"Serpinb1a",513439.579647924,232725.340943758,167598.32337931,507634.235511884,434622.354154023,239782.995691025,165255.688625101,462135.681974437,419908.131331441,287183.851003876,156036.007607416,441417.279779909,563537.599932408,262319.220570798,175248.1820069,500311.529947559
"Ints10",7586.43029672468,8353.83286329061,6481.38348532246,7606.30088445216,7616.77912233538,8838.32456279334,7845.56250088887,6797.26126251072,8134.80764895049,7031.9642142286,8068.23183044433,6741.38449851955,7147.50413172234,6323.84035237307,8086.53410372168,5987.05544126683
"Cdc42ep4",49635.762779835,45541.2050355119,42502.3734084856,39581.8807239556,39209.1029858577,41647.5448481843,39865.5663964862,37951.2178275247,42256.5233704116,51020.7320417289,41585.5880465072,38632.330778472,47132.3813177841,39037.5539708225,36695.3179214605,38508.1364385222
"Ankrd52",23415.0911578288,20681.8313700905,19948.1469553014,23867.4023133855,25776.3407921603,22630.3028787726,19853.4948816257,23748.8046865711,22703.605434849,22413.4999378692,17665.9993651211,25687.954094688,25259.5331588016,23549.074643284,21029.1931127793,24331.3084248785
"Eif2b1",49007.9302762309,43199.983545537,41914.5793648887,48438.1519466189,47197.7970490446,46180.4806001104,45070.9091546472,40922.6207860642,43369.3313580518,44872.2313947822,55619.1206296877,44590.5706572153,43205.4580453201,45378.0886523337,46763.4844852741,38007.1585522264
"Tefm",10407.7931084989,11663.9615832036,12636.2336664503,13077.3691209015,12385.873588101,9637.71923899592,10716.2020761137,14073.121553556,15749.3048459401,14524.6236379133,8435.1115659701,10320.672476197,12367.1318563101,10133.4568425589,13838.1378234042,12638.2502981306
"Iars2",274207.585381773,295096.400088766,301438.333316172,266539.116581678,296321.136005321,283356.827731747,285107.064520991,278865.160213617,260639.359093772,275699.668167305,262317.914342712,271499.990575272,273958.36368125,302589.591804005,307850.260288359,256317.145301444
"Aplp2",27357.5362926082,28089.5094039292,28508.2557873566,36248.7451947394,35486.3187329413,31356.0423193736,28735.0884180451,40626.8014219817,26872.196570076,24465.5170954093,26078.1527214718,36334.6402829404,31945.0486772485,30837.8314490917,33943.2340526961,41345.8551284625
"Myh10",157338.550597457,171890.574864025,179084.020312504,117742.511750816,138985.003587013,152309.732344545,172697.165467462,128708.478290178,158032.244951514,173979.972511723,200325.134886755,128990.513964241,147771.812422995,173572.896198116,146473.96021279,124738.600076092
"Tars1",416476.258698889,404514.81619232,404144.975005204,391273.068346139,398465.530505201,382425.75444781,410478.291782984,388930.495500887,395766.954682547,409438.235221319,411732.708846912,398610.557659365,387225.403737728,394997.908769745,403183.889965031,386617.562898774
"Stk38l",16116.2969652006,15867.695326276,15206.9134214459,15166.5644202779,14290.0635438701,15865.7742451903,16347.1799263878,13911.2221034738,18299.1759016881,16003.4787864626,18270.814683338,14687.5813723768,15045.1820945359,16923.00164777,13509.8458087363,17410.9258340193
"Ehd2",187319.009890623,268291.64487521,224306.685672346,230121.790250058,203003.12368016,242638.77773068,214324.681244963,186363.929426531,227804.762320632,311494.346378635,280549.016959151,245606.048957434,216835.993997359,197298.402144219,212492.611570658,183914.906213248
"Hadha",541101.54657738,617848.799253995,618697.039842353,544525.085199758,579616.35770606,677658.791541223,530395.153167079,623040.663933551,562087.021211077,575957.211717014,435330.25497763,501920.034875085,709662.258787683,508974.740367005,570484.223384643,553509.19522701
"Btbd1",14957.6079598667,17564.0611878691,16977.6967647894,15156.7741039451,16350.9840142115,20488.8368602104,18761.0097399663,16860.461547781,16277.4752022292,15025.8677203687,17688.7000221245,14118.3427247577,15385.6484333997,19190.9159261528,18093.2274606132,17310.4146533514
"Pecam1",17615.2705058779,19952.8525634373,19209.3001624662,36977.9935542801,18838.2319124909,15501.7535191808,18748.1173615815,35082.5944188022,22074.6745930758,18893.159325404,15936.7342307914,37512.3282556036,16074.995463934,17725.6042780794,15460.9674223997,37704.2955873753
"Abcb7",41442.7519355599,47772.2181653231,46643.5015721498,41661.0102506576,47513.6608723471,48445.2113337108,46768.9421513129,49453.2849184773,46228.8532988529,45836.0220662698,39854.635749696,41072.3035596083,49583.3968473335,44338.053290009,48009.4701173787,44196.5385318357
"Pten",34457.7171518246,34990.6965752242,27369.8832892885,31976.124293817,39123.0444129799,42355.8055663953,37319.8518311942,32243.7663860969,29113.6890299533,33957.6490241473,39386.9434772869,34031.8240174796,34061.7440049721,38445.247719206,38113.3510322059,29102.2676160662
"Pgm1",237511.655942711,210516.638245141,178478.909432908,322366.223246751,240208.221955967,217937.642116727,194180.310767479,301920.112649516,225361.066982138,238673.009819939,184859.365699944,272607.927831685,245283.470673512,198033.509804677,178324.996319401,306010.740911173
"Srl",NA,NA,NA,NA,NA,NA,NA,NA,16064.9189910616,39379.3502395217,6831.74129049559,NA,NA,NA,NA,NA
"Isyna1",89409.6331419862,95477.8285419883,92509.8077892812,102141.720451513,96542.875249401,100985.059374303,89920.1664729419,95962.6332342423,86936.9222744807,96839.2315770504,87268.4018500722,100569.054714197,89199.8443483966,83557.0903720559,92190.5762176986,93097.1192518558
