"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002790","GO:0002790","peptide secretion","41/1393","172/9821",0.000445328077146266,0.00703706545668753,0.00596091395256058,"Ppp3ca/Tardbp/Anxa5/Vsnl1/Park7/Cplx1/Kif5b/Rac1/Glud1/Fgg/Fbn1/Aacs/Aqp1/Arhgef7/Brsk2/C2cd2l/Cpt1a/Ensa/Gabbr1/Hcfc1/Ica1/Irs2/Itsn1/Madd/Ndufaf2/Oga/Pclo/Pex5l/Pfkfb2/Pfkl/Pfkm/Pick1/Prkce/Ptpn11/Rab11b/Rab11fip5/Raf1/Stxbp5l/Syt7/Trpv1/Ube2q1",41
"GO:0030072","GO:0030072","peptide hormone secretion","40/1393","167/9821",0.000468772164361035,0.00735895450151029,0.00623357773695623,"Ppp3ca/Tardbp/Anxa5/Vsnl1/Park7/Cplx1/Kif5b/Rac1/Glud1/Fgg/Fbn1/Aacs/Aqp1/Arhgef7/Brsk2/C2cd2l/Cpt1a/Ensa/Gabbr1/Hcfc1/Ica1/Irs2/Itsn1/Madd/Ndufaf2/Oga/Pclo/Pex5l/Pfkfb2/Pfkl/Pfkm/Pick1/Prkce/Ptpn11/Rab11b/Rab11fip5/Raf1/Stxbp5l/Syt7/Ube2q1",40
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","83/1393","413/9821",0.000479206333585359,0.00749816969021797,0.00635150327934086,"Mapt/Map1a/Ncam1/Akap12/Ppp3ca/Stxbp1/Prkar2b/Snap47/Hnrnpk/Dbn1/Sh3gl1/Cplx1/Sncg/Snca/Kif5b/Rac1/Cfl1/Prkar2a/Atad1/Abr/Afdn/Arf1/Arrb2/Atp2b2/Bcr/Braf/Cacnb3/Calb2/Camk2b/Ckap5/Cplx2/Crtc1/Cyth1/Dgki/Dgkz/Dnm1/Dnm1l/Erc1/Flot1/Gabbr1/Git1/Grk2/Gsk3b/Ica1/L1cam/Lama2/Mctp2/Mtmr2/Ncdn/Nedd4/Nf1/Nr3c1/Pacsin2/Pak1/Pclo/Phf24/Pick1/Plcb1/Ppfia3/Prkca/Prkcb/Prkce/Prrt2/Ptk2b/Rab3a/Rab3gap1/Rapgef2/Rims1/Slc12a2/Snap25/Sqstm1/Stat3/Stx1b/Stxbp5/Stxbp5l/Syap1/Syn1/Synpo/Syp/Syt4/Syt7/Usp8/Ythdf1",83
"GO:0071363","GO:0071363","cellular response to growth factor stimulus","78/1393","384/9821",0.00050431056861433,0.00786527362386128,0.00666246741255277,"Atp2b4/Dync1li2/Fermt2/Epn2/Hsp90ab1/Zyx/Dbn1/Ehd1/Ube2o/Gab1/Cpne3/Strap/Arpc2/Cfl1/Col1a2/Col3a1/Fbn1/Col4a2/Col2a1/Acap2/Appl1/Arrb2/Bcar1/Cadm4/Casp3/Cd44/Coro1a/Coro1b/Crkl/Dab2ip/Dusp3/Dync1li1/Ehd4/Emd/Fkbp8/Garem1/Git1/Grk2/Gsk3b/Hgs/Hspb1/Ilk/Mapk3/Mtss2/Nedd4/Nr3c1/Pals1/Pdcd5/Pik3ca/Ppm1a/Ppp2r5b/Prkcb/Prkce/Ptpn11/Ptpn12/Raf1/Rap1gap/Rapgef2/Rps6kb1/Sdcbp/Sh3gl2/Sh3glb1/Shc1/Sirt2/Snx1/Snx6/Sos1/Stat3/Stmn2/Stub1/Syap1/Tab1/Tgfb1i1/Twf2/Usp15/Usp8/Usp9x/Wasf1",78
"GO:0043270","GO:0043270","positive regulation of ion transport","47/1393","206/9821",0.00051136348797725,0.00794937785855544,0.00673370990832654,"Rtn4/Ppp3ca/Ank3/Ahcyl1/G6pdx/Stxbp1/Dpysl2/Ank2/Calm1/Fhl1/Plp1/Snca/Stim1/Kif5b/Cfl1/Akt3/Arf1/Arrb2/Atp1b1/Atp2b1/Atp2b2/Cacnb3/Cntn1/Ehd3/Gabbr1/Kcna1/Map2k6/Mapk9/Nat8l/Nedd4l/Nr3c1/Oga/Plcb1/Ppp3cc/Rab3gap1/Rgs7/Ryr2/Slc12a2/Slc9a1/Slc9a3r1/Stac/Stac2/Stk39/Syt4/Trpv2/Vamp7/Wnk1",47
"GO:0031400","GO:0031400","negative regulation of protein modification process","72/1393","349/9821",0.000517351241417746,0.00800758022996707,0.00678301161369721,"Mapt/Dmtn/Igbp1/Coro1c/Atp2b4/Plaa/Pebp1/Tardbp/G6pdx/Prkar2b/Hspa4/Eif4g1/Nf2/Park7/Uchl1/Plec/Snca/Tppp/Chordc1/Ppp4r4/Prkar2a/Arpp19/Arrb2/Cadm4/Casp3/Cbl/Cblb/Cdkn1b/Crkl/Ctbp1/Dab2ip/Deptor/Dusp3/Ensa/Fkbp8/Fry/Grk2/Gsk3b/Gstp1/Hspb1/Ilk/Impact/Inpp5f/Inpp5j/Mical1/Mprip/N4bp1/Nck1/Ncoa7/Nf1/Oga/Oxr1/Plpp3/Prkaa1/Prkag2/Prkca/Prkcd/Prkce/Rabgef1/Rock2/Sh3bp5l/Sh3gl2/Sirt2/Smcr8/Snta1/Sqstm1/Srcin1/Tiprl/Ubash3b/Vps25/Wars1/Ywhab",72
"GO:1902743","GO:1902743","regulation of lamellipodium organization","15/1393","43/9821",0.000532337409096894,0.00816933177806387,0.00692002711622919,"Dmtn/Coro1c/Avil/Capzb/Rac1/Arpc2/Actr2/Cfl1/Cdc42/Aqp1/Carmil2/Cd44/Coro1b/Twf1/Twf2",15
"GO:0007044","GO:0007044","cell-substrate junction assembly","24/1393","85/9821",0.000539283629765157,0.00824948887960246,0.00698792609882344,"Dmtn/Cttn/Coro1c/Fermt2/Sorbs1/Tln1/Plec/Vcl/Rac1/Cfl1/Bcas3/Bcr/Camsap3/Clasp1/Clasp2/Dst/Dusp3/Lamc1/Lims1/Ptk2b/Ptpn11/S100a10/Slk/Tsc1",24
"GO:0043086","GO:0043086","negative regulation of catalytic activity","83/1393","415/9821",0.000560576477716482,0.00849379802312188,0.00719487397948569,"Mapt/Palm/Igbp1/Coro1c/Atp2b4/Cast/Pebp1/Tigar/Prkar2b/Pak2/Nf2/Park7/Uchl1/Plec/Snca/Chordc1/Ppp4r4/Gapdh/Prkar2a/Aip/Aqp1/Arfgef1/Arl2/Arrb2/Bcas3/Bicd1/Bin1/Birc6/Casp3/Cbl/Cblb/Cd44/Cdkn1b/Csk/Dab2ip/Ddx3x/Deptor/Dffa/Dgkh/Dusp3/Gabbr1/Grk2/Gsk3b/Gstp1/Hspb1/Ilk/Irs2/Lpin1/Lxn/Mical1/Mprip/Mug1/Nf1/Picalm/Pip4k2a/Pip4k2b/Ppp1r12a/Prkag2/Prkca/Prkcd/Rap1gds1/Rdx/Rock2/Rps6ka1/Rps6ka3/Serpina1a/Serpina3k/Serpinb1a/Serpinb1b/Setd7/Sh3bp4/Sh3bp5l/Smcr8/Snap91/Srcin1/Tiprl/Tsc1/Ubash3b/Usp47/Vps25/Wars1/Wnk1/Xiap",83
"GO:0007097","GO:0007097","nuclear migration","12/1393","31/9821",0.000652571318356219,0.00973701146853179,0.00824796754787253,"Dync1h1/Nudc/Dctn1/Cdc42/Cdc42bpa/Dock7/Kif1a/Pafah1b1/Slc9a3r1/Syne3/Tacc1/Tacc2",12
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","11/1393","27/9821",0.000656861884781907,0.00973701146853179,0.00824796754787253,"Atp1a1/Bag3/Arhgdia/Plec/Rac1/Col1a1/Aqp1/Atp1a2/Gsk3b/Habp4/Ptpn11",11
"GO:0010959","GO:0010959","regulation of metal ion transport","57/1393","265/9821",0.000674857808598243,0.00997289872706292,0.00844778147020478,"Atp1a1/Ppp3ca/Atp2b4/Ank3/Ahcyl1/G6pdx/Ank2/Calm1/Fhl1/Plp1/Snca/Stim1/Kif5b/Epb41/Akt3/Arf1/Arrb2/Atp1a2/Atp1b1/Atp2b1/Atp2b2/Bin1/Cacnb1/Cacnb3/Camk2d/Cbarp/Cntn1/Coro1a/Ehd3/Fgf13/Gnao1/Hecw1/Iscu/Kcna1/Kcnab2/Kcnab3/Lime1/Nedd4/Nedd4l/Oga/Oxsr1/Plcb1/Ppp3cc/Prkce/Ptk2b/Rgs7/Ryr2/Sestd1/Slc9a1/Slc9a3r1/Snta1/Stac/Stac2/Stk39/Trpv2/Ubash3b/Wnk1",57
