Genes,log2FC(S2/P1),q value
NADK2,0.102277939,0.018208172
PBDC1,0.10210459,0.009785323
GPI,0.101980321,0.147997947
RAD23B,0.10194185,0.002046413
TK2,0.101872696,0.011114688
TIGAR,0.101784309,0.000721494
CRYAB,0.101514152,0.007435755
APOF,0.101427232,0.218451907
TANGO2,0.101327307,0.055227659
UBA1,0.100988786,0.000203302
FBXW9,0.100925857,0.009488068
HSPA9,0.100843743,0.006132133
CBX3,0.100697537,0.007830756
MBLAC1,0.100549174,0.240993487
PDPR,0.100459832,0.008239007
ERO1A,0.100436712,0.002481523
GPX2,0.100373417,0.100166234
CALB2,0.100195101,0.035616738
KCNH4,0.099924457,0.052644987
ACAD8,0.099803763,0.03224409
XPNPEP2,0.099731733,0.154994833
GDI1,0.099517791,4.24E-05
HEXD,0.099460294,0.047086745
PSAP,0.099026856,0.000282964
ACP2,0.098218702,0.044966606
NASP,0.097732228,0.002700656
IGHV6-1,0.097332407,0.279086905
A0A0G2JRQ6,0.096988118,0.264648016
ADGRE5,0.096983201,0.005989606
GSR,0.096949278,0.00664447
GPT,0.096870225,0.001887458
LASP1,0.096848043,0.01831698
PRPS2,0.096833403,0.002736108
SEMA3C,0.096728909,0.135661574
SERPINB3,0.096536194,0.063310505
UBA3,0.096442893,0.00632454
PSME1,0.096112211,0.000436851
NT5C3A,0.096066461,0.010529436
G6PD,0.095968306,0.001662222
MAPK10,0.095934744,0.048528281
RBP7,0.095851148,0.292277165
CLTB,0.09576024,0.010979488
IGLL5,0.095741914,0.095264991
PANK4,0.095598859,0.00123393
TPM1,0.095535944,0.367144568
DYNLRB1,0.095495146,0.039456707
ACTC1,0.095389856,0.001263839
TKFC,0.095207661,0.000123235
HPGD,0.094748865,0.063809117
OSGEP,0.094683488,0.005383121
FN3KRP,0.094486937,0.002682728
PMVK,0.094124713,0.007623456
AKT3,0.0939857,0.207749405
C8A,0.093966008,0.270906568
PANK2,0.093782537,0.028806805
CES2,0.093069726,0.040711112
ST13,0.092990531,0.088676493
CYRIB,0.092937672,0.02758721
WDR61,0.092655725,0.008516803
SPARCL1,0.092626497,0.166739701
NHLRC2,0.092608861,0.006048561
L1CAM,0.092474834,0.050807327
TATDN1,0.092468795,0.002113472
PLPBP,0.092453264,0.002694097
DCTN5,0.092300953,0.299310628
SKP1,0.092222927,0.188881185
HSPB2,0.092020727,0.208788901
XPNPEP3,0.091480339,0.699886513
NADSYN1,0.091478075,0.005438764
CALR,0.091334632,0.040727303
C7,0.091190972,0.132138691
ASNS,0.090909299,0.092106491
MIF,0.090798671,0.000721494
HMGCL,0.090699663,0.006038979
PGLYRP2,0.09069919,0.300059378
PSMD10,0.09017273,0.008499166
GLRX5,0.090006357,0.23911387
P01767,0.089845938,0.088339188
UBE2R2,0.089693331,0.056053961
GMPPA,0.088924749,0.028995301
C3,0.088873202,0.160640884
SEC14L2,0.088505064,0.079901956
AARS1,0.088485709,0.003128604
MCAM,0.088459977,0.098129007
LILRB5,0.088311788,0.381241348
PPIH,0.08824178,0.301916988
NOL11,0.088147039,0.02506086
GSTT1,0.088052474,0.266586164
APOA2,0.088017967,0.09275829
ALDOC,0.087981006,0.011934177
ICOSLG,0.087921626,0.07350697
GPCPD1,0.087882009,0.221768096
YWHAB,0.08781355,0.020621227
FLYWCH2,0.087643297,0.056157889
SCPEP1,0.087465145,0.050067532
IGKV1-33;IGKV1D-33,0.086869978,0.417177775
NDUFAF5,0.086801173,0.112774348
GSTM5,0.0860524,0.07766763
LAMTOR5,0.085909158,0.275603525
DHTKD1,0.085669049,0.131105266
AHSG,0.085602533,0.024062199
MOB4,0.085284392,0.421775482
IDH3G,0.085045212,0.044578959
PRPSAP2,0.084566583,0.001835814
PPP6C,0.084353286,0.006239093
MLST8,0.084282156,0.094249224
SERPINA3,0.084192565,0.196905592
GARS1,0.084077581,0.012109358
IMPA2,0.083823331,0.005536806
RAC2,0.083814923,0.150354434
ALKBH7,0.083786554,0.343937559
UBXN1,0.083732866,0.048554155
ARL3,0.083409112,0.075531044
APOA1,0.083268466,0.061795036
DTYMK,0.083111786,0.005861908
CETP,0.08304344,0.478514396
PRMT7,0.082908735,0.064051659
PGM5,0.082391635,0.031620277
FCSK,0.082359795,0.006048561
SH3BP5L,0.082290706,0.063031072
DNPEP,0.081833862,0.079719518
CA6,0.081828237,0.461281747
UNC119,0.081760141,0.255705629
ERCC4,0.081619082,0.595906307
PGK2,0.081375709,0.055889952
CAP2,0.081295363,0.248868961
GLRX,0.081173639,0.046723192
CD209,0.0807561,0.233817462
TSNAX,0.080136764,0.000898587
DPY30,0.079969899,0.092870796
ACYP1,0.079714456,0.047386619
ENDOU,0.079595443,0.244296385
PYGL,0.079451014,0.005698724
FPGT,0.079405799,0.159417601
TPM4,0.07918829,0.202044915
NAP1L1,0.079179297,0.102966443
AGL,0.079162077,0.004276238
NUDT5,0.079020302,0.009462697
SGCB,0.079000201,0.430158236
CTSH,0.078525156,0.02515606
WDR12,0.078413994,0.247011025
TP53RK,0.078354546,0.006773833
LYPLA1,0.078327537,0.036148864
C8B,0.077789464,0.24566778
FKBP10,0.077660383,0.095449654
CD59,0.077507614,0.132307946
DCXR,0.077501911,0.030649939
CBWD1,0.077497958,0.027591505
LSM6,0.077329735,0.412228338
RBBP7,0.077272964,0.006245372
C4orf33,0.077190734,0.030597432
CYGB,0.077063903,0.265653936
SCGB1D2,0.076983911,0.567437701
UBA5,0.076769249,0.055695539
SSU72,0.076452725,0.068608699
OTUB1,0.076451125,0.045701591
ITIH1,0.0763076,0.236310555
ITIH2,0.075870479,0.123237868
IL36B,0.075788597,0.094024588
IGHV2-70D,0.075757588,0.651134077
OXSM,0.07538764,0.163287017
PITHD1,0.075323213,0.001491046
IGHV3-74,0.075321276,0.169330281
GSTA1,0.074743063,0.212742691
ABHD10,0.074728013,0.003649549
ATP5F1D,0.074667833,0.130756862
AMBP,0.074457654,0.189860248
RAC1,0.07434717,0.03209092
BOLA1,0.074190041,0.045170503
AMY1A;AMY1B;AMY1C,0.073885248,0.509328844
COA7,0.07368696,0.068079966
HSPB6,0.073661968,0.374489656
PPCDC,0.073549569,0.048645102
IGLV3-9,0.073172795,0.27252038
GABARAPL1,0.073020927,0.505908877
IGKV1-5,0.072899717,0.567437701
FBXO2,0.072816055,0.156407442
IGHV3-72;IGHV3OR16-9,0.07277278,0.376186743
AZGP1,0.072735741,0.035165298
UFM1,0.072218246,0.065619561
MOSPD3,0.071923886,0.292567979
PPP2R1B,0.071443817,0.472319567
FAP,0.071239993,0.281221467
SNCG,0.07120267,0.541678058
RANBP3,0.071114353,0.057784271
CHKB,0.07081456,0.018637237
WARS1,0.070769682,0.029053269
ACADM,0.070740635,0.133144182
IGKV2-24;IGKV2D-24,0.070503373,0.423205337
HIKESHI,0.069646541,0.071531979
APOM,0.069484334,0.248791771
TXNDC5,0.069178076,0.018453968
ISOC2,0.068829019,0.097632862
DPP8,0.068743746,0.053252294
GLIPR2,0.068660711,0.158440515
LSM1,0.068533037,0.019741853
GID8,0.068498589,0.589623639
ZPR1,0.0684937,0.011485409
LUM,0.068477867,0.008867761
SERPINB13,0.068420099,0.007831837
NUDT4,0.068271703,0.103320212
IGHV3-38-3,0.068210155,0.494536965
MFAP4,0.067961962,0.35036552
TERF2IP,0.067800819,0.055649717
NAGK,0.067633931,0.002044253
HMGCS1,0.067403785,0.315567303
PTPRS,0.067380834,0.102663312
IGKV3D-20,0.067341791,0.495969378
ADIRF,0.067234797,0.55343489
TTLL12,0.067071007,0.017455798
DLGAP4,0.067033058,0.145480573
CASP7,0.066911134,0.098827085
IGHV3-49,0.066771484,0.20290746
SERPINA4,0.066615788,0.184294442
PTPRK,0.066426598,0.216207128
STAMBPL1,0.066144899,0.269249609
ACP6,0.065932147,0.636964407
SELENOO,0.065457866,0.069071196
F2,0.065355353,0.270906568
LHPP,0.065282171,0.013360885
SERPING1,0.065021961,0.379574182
GLUL,0.06490895,0.572665022
CYCS,0.064780802,0.026516084
GDI2,0.064644777,0.002324471
IGKV2-28;IGKV2D-28,0.06462409,0.302759388
DPT,0.064558981,0.302203924
NSFL1C,0.064532335,0.038676192
POSTN,0.063999627,0.555330681
BAD,0.063948858,0.433936674
IGLV3-10,0.063350112,0.588389611
AK2,0.063342735,0.010080399
DNAJB14,0.063337811,0.140151272
PFDN5,0.063232088,0.051705832
MRC1,0.063230265,0.058205682
CIAO3,0.063158791,0.023370077
DPYSL3,0.06283079,0.063350455
UBE2K,0.062623256,0.240498836
C2orf69,0.062402231,0.092080427
DPYSL2,0.062265388,0.057144925
IGLV1-47,0.062143976,0.20860141
ABRAXAS2,0.061941442,0.521024901
SERPINB9,0.061810441,0.092753714
ACADSB,0.061410721,0.193080424
CDV3,0.061142075,0.10161205
UBE2A,0.061136094,0.50988984
PGGHG,0.061016978,0.490410966
PPT1,0.060408258,0.370848337
IGHV1OR15-1,0.060159694,0.460780269
RNH1,0.060142292,0.085366487
APOC2,0.060113676,0.628305043
FTO,0.060097841,0.04330594
APOC1,0.060003806,0.547211934
PRMT1,0.059818832,0.075436848
NCAM1,0.059644757,0.378767143
HSPA4L,0.059631307,0.001465248
TXNRD2,0.059542351,0.112598291
HSPBAP1,0.059524196,0.237283564
IGKJ5,0.05918229,0.456167186
SSB,0.059121165,0.027992965
GSTA4,0.058878482,0.184482165
DPH6,0.058841969,0.466221371
ACP3,0.058807772,0.029979439
PON1,0.058752833,0.384892931
SERPINB2,0.058700865,0.013118137
SEMA4B,0.058653411,0.200705826
THEM5,0.058645291,0.350269594
UBE2L6,0.058399218,0.122949795
PCMTD1,0.058090629,0.398834577
QTRT1,0.057932186,0.008249344
ATPAF2,0.057883762,0.309567981
GPT2,0.057709052,0.353357221
SOD3,0.057417294,0.108576632
NDRG2,0.05722621,0.056917266
ASPRV1,0.057196898,0.09837651
ETFA,0.057030882,0.197767605
ATE1,0.057000419,0.132324671
BBS2,0.056976748,0.331318181
UNC119B,0.056818789,0.156830402
HDHD5,0.056452972,0.131902955
CD109,0.056213887,0.041898495
OGFR,0.056110291,0.001405274
CPN1,0.055872996,0.233412283
P4HB,0.055566935,0.006108029
SERPIND1,0.055503267,0.157706773
CAPZA1,0.054748749,0.000994511
UBA7,0.054686845,0.052719352
CPOX,0.054676966,0.185495517
ELOC,0.054603692,0.157276397
DCK,0.054147666,0.053178689
PAFAH1B1,0.054053755,0.002325932
PAAF1,0.053648237,0.084632832
BROX,0.053554723,0.014263395
CTBP1,0.053366388,0.079926802
ICAM1,0.053117846,0.287055976
TIFA,0.052844187,0.496349378
FLAD1,0.052821503,0.476706891
GM2A,0.052705486,0.409043484
TRMT61A,0.052622999,0.153189372
PDLIM1,0.052529305,0.059371153
PRKAR1A,0.052487517,0.09898091
RNASE4,0.052066671,0.556071248
GFOD2,0.05182218,0.128853008
TSN,0.051612606,0.067896104
PSMG1,0.051285489,0.055538707
C1QBP,0.051275552,0.092603989
IDH3A,0.051211915,0.12069208
SLC27A2,0.050835114,0.153313862
PTEN,0.050692969,0.421532211
CLU,0.050510751,0.436596756
NEDD8,0.050404607,0.791279947
IGLV1-51,0.050353911,0.508677292
IGLC7,0.050184452,0.751063027
ABCC2,0.050045096,0.664784685
OGFOD2,0.049823429,0.503455724
RRAS,0.049565852,0.096936507
HEXB,0.049563875,0.007491502
ANKRD17,0.049086569,0.567409499
USP5,0.049007296,0.049138339
NUDC,0.048908101,0.162984221
CAPZA2,0.048852693,0.020431189
IGLV7-46,0.048842999,0.279802388
NXN,0.048840334,0.185089905
IGKV2-29,0.048671041,0.498895546
ARL2,0.048626646,0.123795391
LSM2,0.048543871,0.11514255
GNAI2,0.048305632,0.376145722
ELL,0.047979121,0.138312952
LILRA3,0.047957832,0.694007237
SMYD2,0.047612889,0.364262664
IGHV3-15,0.047430203,0.546837024
THUMPD1,0.047176018,0.062374249
PRKAR2B,0.047160224,0.502168071
RAI1,0.046929008,0.705237342
STRAP,0.046785217,0.029063231
ITIH3,0.046751647,0.185538429
IMPDH2,0.046699901,0.027379124
ACE,0.046473364,0.54539824
IGKV3-11;IGKV3D-11,0.046358739,0.312311646
LSM8,0.045961786,0.154111252
SMYD5,0.045854899,0.189409603
RPS28,0.045775988,0.56197786
LAMTOR4,0.045757927,0.063031072
ITPA,0.045592576,0.36183343
PTK6,0.045540541,0.06916457
DPH5,0.045535186,0.724833623
APOL1,0.045495898,0.341506647
PC,0.045430866,0.379535848
DCAF11,0.045303274,0.417930957
IARS2,0.045202443,0.050206091
SPIRE1,0.045177693,0.661966926
SFN,0.045136274,0.010968645
FBXO22,0.044935856,0.208596713
COX6B1,0.044651499,0.767051053
NDUFAB1,0.044636797,0.401915395
MACROD2,0.044549648,0.273286
BASP1,0.044541807,0.219067853
FKBP9,0.044516968,0.227052133
ATP6V1B2,0.044502926,0.023225655
USP14,0.044250578,0.085756605
OSMR,0.044204878,0.656155642
STIP1,0.044127404,0.040643478
SYTL2,0.044075452,0.43642693
PDHB,0.043934491,0.196443835
NTM,0.04384635,0.512880828
CDC123,0.043719086,0.321539515
ABI3BP,0.043352357,0.359111593
DUS1L,0.043277124,0.447136948
CTHRC1,0.043083558,0.349124842
TMOD2,0.042823619,0.228896339
RBKS,0.04278212,0.280397631
ALDH5A1,0.04268749,0.286736306
MCCC2,0.042653339,0.120823919
MRC2,0.042417949,0.198764201
PTPA,0.042343306,0.13856051
ETFB,0.042249315,0.061305433
AMPD2,0.042224579,0.172672887
PTPRE,0.042170915,0.594859593
LDHA,0.042081979,0.107272952
MTFR2,0.041933009,0.275049445
HSPA1A;HSPA1B,0.041708957,0.012651571
SERPINB5,0.04159031,0.079822211
TIMM10,0.041289522,0.268668171
GLRX3,0.041087215,0.075055851
ECM1,0.041082984,0.417537257
MXRA8,0.040955137,0.311523157
CRISPLD2,0.040903566,0.498895546
GANAB,0.040779016,0.136537239
THNSL1,0.040690776,0.314363227
NIT1,0.04067913,0.389920614
COLGALT1,0.040657276,0.136954601
CYBRD1,0.040644941,0.278759481
TXNL4A,0.040476473,0.191544903
CAPZB,0.040186248,0.017739208
PALD1,0.040104327,0.68980708
OSTF1,0.04001705,0.099787947
CAPG,0.039761411,0.04433627
IGHV3-7,0.039608252,0.240676734
HSPA8,0.039437397,0.016441627
CHRAC1,0.039286576,0.425955776
YWHAZ,0.038852355,0.029431289
PPP1R7,0.038782632,0.245394862
IGKV3D-15,0.038288659,0.436151845
APCS,0.038280958,0.697335014
PFKP,0.038136732,0.029979439
PIGR,0.0378315,0.785538217
ISOC1,0.037543499,0.169898324
TAGLN,0.037535392,0.19039861
ASMTL,0.037446768,0.467395661
SIKE1,0.037422096,0.498185483
SIRT5,0.03741201,0.419095076
YWHAE,0.037257627,0.042025566
LRRC20,0.037118267,0.692962092
HSPA2,0.036752317,0.164143454
CPE,0.036658831,0.19783601
NGLY1,0.036603584,0.371233697
HSPA1L,0.036247769,0.63370719
PPP4R2,0.036189381,0.449895593
ATP5F1B,0.03615493,0.038413719
HSPB1,0.035917447,0.033050514
ATP6V1A,0.035780268,0.130946376
ERP29,0.03552236,0.127896888
CDC42,0.035419166,0.032088233
PPP2R2A,0.035253328,0.062794561
AVIL,0.035081267,0.572476783
C4B_2,0.035034237,0.586499284
TCEA3,0.034660668,0.63939222
SERPINB12,0.034534833,0.072396315
YWHAG,0.034497676,0.049583158
GATB,0.034367239,0.686470287
H6PD,0.034123779,0.025813958
TBC1D13,0.033905085,0.614063752
S100A7,0.033601095,0.665705091
IFI35,0.033525992,0.574105433
UFC1,0.033344638,0.250437781
UBE2B,0.032772842,0.512880828
ACSS2,0.032642192,0.514593418
PRKCSH,0.032317738,0.141474065
CACNA2D1,0.032306722,0.351600112
NARS1,0.032296224,0.217577838
HSPA8,0.03219431,0.085644147
ASS1,0.032041097,0.28165695
ALDH1L1,0.031746245,0.726417949
GPS1,0.03169217,0.128486689
HSPA5,0.031234803,0.09220756
AAMP,0.031149267,0.63506368
MFGE8,0.031028712,0.229475622
SIGLEC1,0.030990225,0.700772312
YWHAQ,0.03091005,0.199126018
NCF4,0.030754785,0.560526694
PITPNB,0.030698748,0.285309704
AK1,0.030662413,0.186135958
CPA4,0.030599704,0.359683476
DSTYK,0.030334195,0.594640083
C9,0.030242978,0.605055763
CD33,0.030192352,0.793866122
RABGGTA,0.030116498,0.153416107
IGKV3-15;IGKV3-7;IGKV3D-7,0.029982949,0.468351932
IMPDH1,0.029928977,0.355131132
PDHA1,0.02965498,0.282821715
PLXND1,0.029463907,0.82715499
PLCG1,0.028937114,0.458638959
GGCX,0.028857139,0.628327172
GCLM,0.02852831,0.171060528
PPCS,0.028286769,0.372893133
EPB41L2,0.028254918,0.420213945
KDM4A,0.027721735,0.77509641
PITPNA,0.027361617,0.411227662
LRRFIP1,0.027154823,0.530305374
APEH,0.027087953,0.379472
CLIC3,0.026703537,0.485042979
RRM2B,0.026568733,0.6089776
TPRKB,0.026546093,0.483654297
DLD,0.02636289,0.464026722
QRSL1,0.026156563,0.665467095
SAA4,0.026006258,0.727576563
DIABLO,0.025872175,0.160640884
HAGH,0.025856565,0.659255312
RABGGTB,0.025827231,0.746370521
C5orf51,0.025798919,0.697962089
SORD,0.025635015,0.4395704
PLS3,0.025626779,0.202044915
TRAJ12,0.025551552,0.74630273
CILP2,0.02545653,0.860069337
FBXL8,0.02533212,0.189654943
DGKH,0.025245773,0.790130078
PREPL,0.025216339,0.607338532
CLN5,0.025137461,0.447136948
LPP,0.025020862,0.423167049
OPTN,0.024747939,0.405850826
CST3,0.02459977,0.492232628
GBP2,0.024489618,0.280921768
GABARAPL2,0.024355194,0.597382927
DYNLL2,0.02434724,0.382319565
CDH13,0.02396298,0.191120727
EEF1AKMT2,0.023948754,0.700772312
COL5A1,0.023887639,0.61562292
FKBP5,0.023842502,0.475328242
LCP1,0.023791457,0.386867417
PMPCA,0.023689273,0.425544154
GNG2,0.023489376,0.772726649
RALGAPA1,0.02336908,0.820914679
CEACAM5,0.023325015,0.443119243
HPS3,0.023289604,0.839472622
ACOT11,0.023245435,0.775256759
UBLCP1,0.022959338,0.189860248
CUTA,0.022918969,0.588824128
PMPCB,0.022840353,0.258064933
PLXDC2,0.022812389,0.141885737
OTULIN,0.022426514,0.634370855
TRNT1,0.021939961,0.346588681
PEAK3,0.021893951,0.833746653
NDUFV2,0.021689298,0.282829167
COPS3,0.021100452,0.185054103
CALD1,0.020937182,0.724806491
LRRFIP1,0.020658944,0.674671303
NUP37,0.020583737,0.544280733
TES,0.020330725,0.608431434
UBA6,0.020326307,0.436596756
PCNP,0.020241341,0.642909721
EIF2B1,0.019944621,0.512880828
NUDT19,0.01994094,0.405051583
MPZ,0.019902611,0.780291997
TPSAB1;TPSB2,0.01989261,0.396850664
CAMK1D,0.019875959,0.351692175
FCGR2B;FCGR2C,0.019449118,0.746282542
METTL1,0.019421812,0.582590313
PLA2G4B,0.01937362,0.366656283
APOH,0.019095004,0.761416285
ITIH4,0.019079106,0.557042795
TAGLN2,0.019028462,0.297273265
EFNB1,0.018880855,0.476525845
GLRX2,0.018712262,0.783934262
TBL1XR1,0.018487579,0.43683493
SERPINB10,0.018094391,0.46994329
HIBCH,0.017996478,0.604154279
MAN2C1,0.01785114,0.576916233
BAG4,0.017696085,0.805298519
GBP1,0.017332546,0.593855728
SIRPA,0.017190329,0.793021106
PSME4,0.017164566,0.653590498
RBBP4,0.017087953,0.295305057
PRDX2,0.016433188,0.346417421
THOC3,0.016404252,0.588377019
AKAP12,0.015785616,0.78624107
BCCIP,0.015611496,0.655482718
NNMT,0.015565034,0.687778233
TPP2,0.015123418,0.469094973
JCHAIN,0.014916231,0.83583474
MAPK14,0.014885586,0.694103223
SMAP,0.014420028,0.764852846
TMOD3,0.014184879,0.629720966
SPN,0.014040045,0.699098889
DDHD2,0.013884295,0.691105575
PPP3CA,0.01328474,0.392316863
INTS2,0.013260863,0.851004715
SULT2B1,0.013182354,0.761832938
TAB1,0.013107296,0.653787484
PPIE,0.012868252,0.770653826
HDAC2,0.012843165,0.625057474
IFIT3,0.012721388,0.915287492
TPD52L2,0.012648251,0.914788241
SCP2,0.012528752,0.648841482
LCN1,0.012376623,0.912564145
RRAGC,0.012350026,0.530033613
DYNLL1,0.012066115,0.665467095
MRPL11,0.011832304,0.65407342
FNTB,0.011669721,0.5613825
TATDN3,0.011595221,0.850645723
TKT,0.011483762,0.255156873
FGL2,0.011422078,0.881944185
GMPS,0.011334891,0.633652776
IGKV1-39;IGKV1D-39,0.011276278,0.724488173
PLCB4,0.01113714,0.8902114
PDIA3,0.011086376,0.360974192
PPME1,0.010919448,0.71478753
CASP1,0.010761828,0.508604023
PPP5C,0.010663853,0.731521096
DMKN,0.010619156,0.92960295
SGCE,0.01059594,0.857147257
LSM3,0.010548717,0.670969225
PITRM1,0.010480099,0.812717571
GEMIN6,0.009845861,0.845664654
FAM3C,0.00973356,0.492070971
ACLY,0.009627344,0.70558498
PFKL,0.009373617,0.529203969
IRGQ,0.009190471,0.753939717
LAMTOR3,0.009157128,0.771312662
PHKB,0.009054956,0.814268461
TGFB1I1,0.008807191,0.903870471
MVK,0.008579371,0.724476434
C3orf38,0.008360196,0.879395783
NUBP2,0.008293096,0.87586866
TNFAIP8L1;TNFAIP8L3,0.008184594,0.937409898
CARD18,0.007877024,0.848923852
ME2,0.007832262,0.775462315
WBP2,0.007828431,0.868876335
FBXO3,0.007721847,0.854214267
RNF167,0.007562006,0.89157229
MFSD1,0.007538056,0.811466209
CNRIP1,0.007537537,0.958435916
CHL1,0.007509395,0.658719665
PPM1G,0.007412056,0.675328304
IDH3B,0.007371432,0.822300823
COLEC12,0.007371064,0.797375686
PPM1F,0.007237553,0.840576411
ENTPD1,0.00710352,0.687669987
GATM,0.006997412,0.821679924
CDC26,0.006920645,0.954753121
PRNP,0.006599909,0.910372807
EIF4E,0.006457374,0.531368447
TWF1,0.00566695,0.769022065
MCRIP1,0.005665117,0.855462695
HSP90AA1,0.005596305,0.752708157
YWHAH,0.00542915,0.80649459
ZBTB8OS,0.004637306,0.97215255
AARSD1,0.004600268,0.894184696
CTSL,0.004592316,0.939602052
MOCS3,0.004540058,0.917504716
ARPIN,0.004402973,0.93370616
RAP1GDS1,0.004332563,0.879301624
STX2,0.004011942,0.975999709
GSPT1,0.003961218,0.885728812
RILPL1,0.003721276,0.905270537
PRDX4,0.003293148,0.923613411
TTC27,0.003142428,0.948278165
CNOT7,0.003065662,0.902759455
CDC42EP4,0.00300194,0.964353873
C4A,0.002947193,0.975999709
RECK,0.002929712,0.95865647
POFUT1,0.002616142,0.918924296
NEURL4,0.002593422,0.970679071
RRAGA,0.002518618,0.932598828
FADD,0.002517965,0.975627396
UBQLN4,0.002195712,0.977092284
NUDT18,0.002141521,0.980650663
BAG5,0.002093396,0.944627214
PORCN,0.001760661,0.977490724
LAMTOR2,0.001757058,0.95865647
CSE1L,0.001562975,0.946158613
ARMC6,0.001524251,0.98272748
BDH2,0.001453642,0.963524046
TRAPPC3,0.001407844,0.971964359
TIMM9,0.001110348,0.975438502
S100A2,0.000781318,0.979842429
CDC37,0.000731787,0.984921023
UGP2,0.000575136,0.975999709
ALDOA,0.00053342,0.957805274
STARD5,0.000523255,0.991940983
ANPEP,0.00030142,0.988901089
IGKC,0.000222821,0.997561635
XIAP,0.000176429,0.998995037
UBQLN1,0.000129194,0.996530385
UBE2V1,-0.0001407,0.994778089
AMACR,-0.000158034,0.999099829
COPS5,-0.000223015,0.993449271
GSTCD,-0.000603072,0.986349322
TNPO3,-0.000614728,0.985163461
NRDC,-0.000670196,0.981185046
SEC13,-0.00075074,0.969673223
PPP1R18,-0.000828163,0.991511221
LYPLA2,-0.001011529,0.984921023
LANCL2,-0.001012305,0.971936878
CD276,-0.001121356,0.977092284
VCL,-0.001418119,0.945305799
ATP6V1H,-0.001440286,0.963524046
MYO5C,-0.001652578,0.987025862
TWF2,-0.001745119,0.944759002
LYRM4,-0.001814798,0.983516746
ALOX15,-0.001938037,0.982395108
COASY,-0.002004707,0.940678997
RNMT,-0.002401884,0.934055242
UBE2L3,-0.002407253,0.876639989
PROS1,-0.002557883,0.970679071
CADM4,-0.002862611,0.952806902
RAB23,-0.002984946,0.904460316
SARS1,-0.003033443,0.865034158
ANXA6,-0.003084567,0.915287492
NDUFV1,-0.003212412,0.870648013
XPO7,-0.003261546,0.906466425
HLA-F,-0.003389762,0.919484795
ECHDC2,-0.003408882,0.959176348
CDK6,-0.003486249,0.910689244
SUCLA2,-0.003507158,0.903497801
WIPF1,-0.003541766,0.963765603
DBNL,-0.003593639,0.844007308
TESK2,-0.003693697,0.951338183
STAM,-0.003705248,0.913848809
USP15,-0.003743667,0.885434233
C12orf57,-0.003841433,0.947653494
ZSCAN18,-0.00407189,0.952773818
TPM4,-0.004100509,0.894389075
MTARC2,-0.004236521,0.932851257
FBXW2,-0.00430188,0.903097098
C20orf27,-0.004414784,0.876639989
COPS8,-0.004450131,0.680162211
AKT1,-0.004450625,0.950975362
PSMD5,-0.004516502,0.848211273
NISCH,-0.004629437,0.928455585
C6,-0.004663907,0.94901483
TRIP13,-0.004848467,0.956331503
PPP3CB,-0.004963038,0.896312947
SDHA,-0.004971387,0.887293943
EEF1E1,-0.004996679,0.876639989
DOCK8,-0.005051103,0.919863337
STAMBP,-0.005160508,0.908509921
HBB,-0.005274646,0.830252342
PCCA,-0.005278119,0.884886383
GDA,-0.005328926,0.968485935
MYL6B,-0.005696025,0.981770833
FKBP4,-0.005722591,0.783642733
TRMT6,-0.005817865,0.804719093
HSPD1,-0.005924673,0.64831908
