Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q9D2R6,Coa3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",-0.335939118,20.74228096,0.0232561404,0.08551103931,Not_sig
Q9D2U5,Naa38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",-0.4810595826,18.40773083,0.008954035647,0.04583699105,Not_sig
Q9D2V7,Coro7,Coronin-7,-0.2712672806,22.88573199,0.01549314117,0.06478077255,Not_sig
Q9D2V8,Mfsd10,Major facilitator superfamily domain-containing protein 10,-0.2838355617,17.9080525,0.6658583664,0.7774785933,Not_sig
Q9D328,Tmem35a,Transmembrane protein 35A,-0.03268505542,20.92661977,0.899030452,0.9388018702,Not_sig
Q9D358,Acp1,Low molecular weight phosphotyrosine protein phosphatase,-0.05895616496,23.51473561,0.6230386448,0.7413954692,Not_sig
Q9D379,Ephx1,Epoxide hydrolase 1,0.6326817588,22.24142711,0.000005316728048,0.00102260587,Up
Q9D394,Rufy3,Protein RUFY3,0.1372800189,24.01694857,0.2020740264,0.3474510238,Not_sig
Q9D3D9,Atp5f1d,"ATP synthase subunit delta, mitochondrial",0.3678656048,19.78855345,0.1334598775,0.2628199919,Not_sig
Q9D3P8,Plgrkt,Plasminogen receptor (KT),0.196887276,20.71174305,0.2053644532,0.3512270558,Not_sig
Q9D404,Oxsm,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",-0.2024498705,17.64181107,0.5557361523,0.687161141,Not_sig
Q9D486,Cmip,C-Maf-inducing protein,-0.2303071165,18.67681454,0.3339740883,0.4814289138,Not_sig
Q9D4F8,Tubgcp4,Gamma-tubulin complex component 4,-0.7450752655,18.40344991,0.2843567052,0.4333918057,Not_sig
Q9D4H1,Exoc2,Exocyst complex component 2,-0.1116586015,19.1687757,0.4909746349,0.6298178477,Not_sig
Q9D4H8,Cul2,Cullin-2,0.3509601948,20.08872888,0.005774428642,0.03464999464,Not_sig
Q9D4J1,Efhd1,EF-hand domain-containing protein D1,-0.06632908305,20.75730037,0.5615299426,0.6922277565,Not_sig
Q9D517,Agpat3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,0.2925201451,20.20148437,0.0228870812,0.08504156599,Not_sig
Q9D554,Sf3a3,Splicing factor 3A subunit 3,-0.400143747,20.47878441,0.1340791695,0.2636086089,Not_sig
Q9D5J6,Shpk,Sedoheptulokinase,1.5932159,17.03495927,0.005595063512,0.03423283659,Up
Q9D5T0,Atad1,ATPase family AAA domain-containing protein 1,0.155236331,21.76297903,0.1584412725,0.2928069625,Not_sig
Q9D5V5,Cul5,Cullin-5,0.428694663,20.90319828,0.0008162093609,0.01169053029,Not_sig
Q9D662,Sec23b,Protein transport protein Sec23B,-0.26191234,21.16047898,0.04087012398,0.1224822524,Not_sig
Q9D666,Sun1,SUN domain-containing protein 1,0.3654948586,18.11613714,0.3079452198,0.4574912666,Not_sig
Q9D6F9,Tubb4a,Tubulin beta-4A chain,0.3292638337,24.27312753,0.001035693039,0.0131142059,Not_sig
Q9D6G9,Cmtm5,CKLF-like MARVEL transmembrane domain-containing protein 5,0.4259328517,22.39390349,0.004740045225,0.03093162618,Not_sig
Q9D6J5,Ndufb8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",0.3021041521,22.80331766,0.02788821905,0.09573119357,Not_sig
Q9D6J6,Ndufv2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0.1024535957,24.00348779,0.2664564627,0.4167400872,Not_sig
Q9D6K5,Synj2bp,Synaptojanin-2-binding protein,0.0381216741,20.88476074,0.7449960372,0.8356339281,Not_sig
Q9D6L8,Ppil3,Peptidyl-prolyl cis-trans isomerase-like 3,-0.4201995895,18.1421242,0.02567639529,0.09159191753,Not_sig
Q9D6M3,Slc25a22,Mitochondrial glutamate carrier 1,-0.09724279955,21.6634671,0.2404899259,0.3912946575,Not_sig
Q9D6R2,Idh3a,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.1645341652,24.41175209,0.1660665169,0.3022552883,Not_sig
Q9D6S7,Mrrf,"Ribosome-recycling factor, mitochondrial",-0.2957870458,19.05411199,0.05276982665,0.1445500123,Not_sig
Q9D6U8,Fam162a,Protein FAM162A,0.1286554262,21.19890537,0.1901963857,0.3342421778,Not_sig
Q9D6Y7,Msra,Mitochondrial peptide methionine sulfoxide reductase,-0.1234208107,20.31623654,0.1748350189,0.3144727715,Not_sig
Q9D6Y9,Gbe1,"1,4-alpha-glucan-branching enzyme",0.4078292536,21.59703974,0.007071951321,0.03979070359,Not_sig
Q9D6Z1,Nop56,Nucleolar protein 56,-0.1896232429,20.68535712,0.2496912321,0.4005114394,Not_sig
Q9D706,Rpap3,RNA polymerase II-associated protein 3,0.03991438957,17.80354556,0.8004852193,0.8735888922,Not_sig
Q9D710,Tmx2,Thioredoxin-related transmembrane protein 2,-0.2085206083,21.73364309,0.03056269122,0.1021606042,Not_sig
Q9D711,Pir,Pirin,-0.5184701707,19.59878215,0.008787013319,0.04531647279,Not_sig
Q9D783,Klhl40,Kelch-like protein 40,1.139267609,19.84772343,0.01807792756,0.07208550051,Not_sig
Q9D7A6,Srp19,Signal recognition particle 19 kDa protein,-0.3301254086,18.95603321,0.01092942591,0.05172540182,Not_sig
Q9D7B6,Acad8,"Isobutyryl-CoA dehydrogenase, mitochondrial",0.07330415535,21.51269076,0.2792938511,0.4282356401,Not_sig
Q9D7B7,Gpx8,Probable glutathione peroxidase 8,0.4236964244,18.79652686,0.1214061539,0.247603804,Not_sig
Q9D7E4,NA,Ig gamma-2A chain C region secreted form,-0.2490840675,18.899164,0.02313452175,0.08546474572,Not_sig
Q9D7G0,Prps1,Ribose-phosphate pyrophosphokinase 1,0.03388359173,21.45607056,0.8157651626,0.8832066766,Not_sig
Q9D7H3,RtcA,RNA 3'-terminal phosphate cyclase,0.1371792399,21.29641476,0.1153389822,0.23957429,Not_sig
Q9D7J4,Cox20,"Cytochrome c oxidase assembly protein COX20, mitochondrial",0.08691486615,19.12333567,0.6188840643,0.7385147986,Not_sig
Q9D7M1,Gid8,Glucose-induced degradation protein 8 homolog,-0.2163562794,19.81800651,0.3490291471,0.4966418538,Not_sig
Q9D7N9,Apmap,Adipocyte plasma membrane-associated protein,0.05416816964,22.03526781,0.5708983645,0.6994762646,Not_sig
Q9D7P6,Iscu,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",-0.2823623008,21.4313308,0.02407169549,0.08755491546,Not_sig
Q9D7S9,Chmp5,Charged multivesicular body protein 5,-0.2778356637,21.72052244,0.03524249999,0.1113779504,Not_sig
Q9D7V9,Naaa,N-acylethanolamine-hydrolyzing acid amidase,-0.6758836947,19.9269194,0.06018252826,0.1583881542,Not_sig
Q9D7X3,Dusp3,Dual specificity protein phosphatase 3,0.09235818411,22.13756629,0.2159546709,0.3631533252,Not_sig
Q9D7X8,Ggct,Gamma-glutamylcyclotransferase,0.2354382985,21.19106292,0.05237058964,0.1441793627,Not_sig
Q9D819,Ppa1,Inorganic pyrophosphatase,0.07483717335,22.87122022,0.3541970107,0.5023921991,Not_sig
Q9D820,Prorsd1,Prolyl-tRNA synthetase associated domain-containing protein 1,-0.4590667108,19.1611523,0.03423625993,0.1095087382,Not_sig
Q9D832,Dnajb4,DnaJ homolog subfamily B member 4,0.2758894638,21.60884346,0.009241644632,0.04688083793,Not_sig
Q9D855,Uqcrb,Cytochrome b-c1 complex subunit 7,0.16235686,22.25421746,0.3091024698,0.4586081767,Not_sig
Q9D880,Timm50,Mitochondrial import inner membrane translocase subunit TIM50,0.09798253956,21.19337015,0.2239968514,0.3725811048,Not_sig
Q9D892,Itpa,Inosine triphosphate pyrophosphatase,-0.01440325283,20.53706486,0.877136247,0.9217941114,Not_sig
Q9D898,Arpc5l,Actin-related protein 2/3 complex subunit 5-like protein,-0.2068928503,21.94637694,0.4538970942,0.595089587,Not_sig
Q9D8B3,Chmp4b,Charged multivesicular body protein 4b,-0.210084216,21.41885164,0.03960998512,0.1205960056,Not_sig
Q9D8B4,Ndufa11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,0.4150277723,22.73961644,0.008109079942,0.04335381177,Not_sig
Q9D8B7,Jam3,Junctional adhesion molecule C,0.4709492528,22.77754959,0.0001985768041,0.005650516769,Not_sig
Q9D8E6,Rpl4,60S ribosomal protein L4,-0.2054863642,24.0727606,0.0140342524,0.06050392466,Not_sig
Q9D8L5,Ccdc91,Coiled-coil domain-containing protein 91,-0.413704874,19.68016023,0.0784786135,0.186828203,Not_sig
Q9D8N0,Eef1g,Elongation factor 1-gamma,-0.3555594954,24.02545716,0.005957605663,0.03515722848,Not_sig
Q9D8S3,Arfgap3,ADP-ribosylation factor GTPase-activating protein 3,-0.4905558782,19.79021677,0.001337187564,0.0149872285,Not_sig
Q9D8S4,Rexo2,"Oligoribonuclease, mitochondrial",-0.2854220313,20.91299043,0.234424948,0.3842438926,Not_sig
Q9D8S9,Bola1,BolA-like protein 1,-0.02343027665,21.00826877,0.808240967,0.8782683635,Not_sig
Q9D8U8,Snx5,Sorting nexin-5,-0.2020596688,20.6180121,0.02296453504,0.08509339342,Not_sig
Q9D8V7,Sec11c,Signal peptidase complex catalytic subunit SEC11C,-0.8925233757,19.33221315,0.01072381977,0.0513042895,Not_sig
Q9D8W5,Psmd12,26S proteasome non-ATPase regulatory subunit 12,-0.03205761422,21.36571799,0.6458095797,0.7610595841,Not_sig
Q9D8X1,Cutc,Copper homeostasis protein cutC homolog,-0.4798254118,18.42735892,0.5104441679,0.6454830698,Not_sig
Q9D8X2,Ccdc124,Coiled-coil domain-containing protein 124,-0.6675900377,19.20776706,0.01101227679,0.05205308582,Not_sig
Q9D8Y0,Efhd2,EF-hand domain-containing protein D2,-0.1818869589,20.79238151,0.1033148465,0.2227034798,Not_sig
Q9D8Y1,Tmem126a,Transmembrane protein 126A,0.4267341714,19.60993671,0.2165329998,0.3638058837,Not_sig
Q9D906,Atg7,Ubiquitin-like modifier-activating enzyme ATG7,-0.07976825622,20.62865702,0.6015430655,0.7233649944,Not_sig
Q9D920,Borcs5,BLOC-1-related complex subunit 5,-0.03001953002,20.56023327,0.8312524325,0.8926451283,Not_sig
Q9D958,Spcs1,Signal peptidase complex subunit 1,-0.04140819263,19.76891164,0.7375026199,0.8316750275,Not_sig
Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",-0.184252744,22.80993883,0.0371533277,0.1151331646,Not_sig
Q9D967,Mdp1,Magnesium-dependent phosphatase 1,-0.1426252675,22.47259982,0.0769030704,0.1850706993,Not_sig
Q9D9V3,Echdc1,Ethylmalonyl-CoA decarboxylase,0.1160136362,21.75511704,0.280444067,0.429209597,Not_sig
Q9DAI2,Ift22,Intraflagellar transport protein 22 homolog,-0.6295940889,18.09317406,0.04814315088,0.1373876186,Not_sig
Q9DAR7,Dcps,m7GpppX diphosphatase,-0.3301273729,20.53102885,0.009701203755,0.04836688808,Not_sig
Q9DAS9,Gng12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,0.01067787262,22.64473446,0.9461010231,0.9702038918,Not_sig
Q9DAU1,Cnpy3,Protein canopy homolog 3,-0.7984705037,20.44986042,0.0001519210788,0.005096019345,Down
Q9DAW6,Prpf4,U4/U6 small nuclear ribonucleoprotein Prp4,-0.3011628231,19.17252908,0.1943284155,0.3387018509,Not_sig
Q9DAW9,Cnn3,Calponin-3,-0.1917344266,24.04642316,0.1413493415,0.2741579341,Not_sig
Q9DAZ9,Zfyve19,Abscission/NoCut checkpoint regulator,0.2939718569,18.24581982,0.468162017,0.6078952641,Not_sig
Q9DB05,Napa,Alpha-soluble NSF attachment protein,0.2180346478,23.52598517,0.01294901008,0.05752876643,Not_sig
Q9DB15,Mrpl12,"39S ribosomal protein L12, mitochondrial",-0.4103609562,21.49335459,0.001379790262,0.01517322543,Not_sig
Q9DB16,Cab39l,Calcium-binding protein 39-like,0.1354151115,21.43742854,0.1278409234,0.255852403,Not_sig
Q9DB20,Atp5po,"ATP synthase subunit O, mitochondrial",-0.09906389337,24.32062568,0.351331108,0.4990643826,Not_sig
Q9DB25,Alg5,Dolichyl-phosphate beta-glucosyltransferase,0.02009710761,20.38642049,0.8777651445,0.9217941114,Not_sig
Q9DB27,Mcts1,Malignant T-cell-amplified sequence 1,0.07284489376,21.87793196,0.5568288336,0.6877627454,Not_sig
Q9DB29,Iah1,Isoamyl acetate-hydrolyzing esterase 1 homolog,-0.2025497134,21.1759108,0.2030386566,0.3483265243,Not_sig
Q9DB32,Haghl,Hydroxyacylglutathione hydrolase-like protein,0.02561563318,20.05116637,0.8412075321,0.9000496929,Not_sig
Q9DB34,Chmp2a,Charged multivesicular body protein 2a,-0.02502181909,19.15091993,0.8550032276,0.9076991511,Not_sig
Q9DB50,Ap1s2,AP-1 complex subunit sigma-2,0.4138585744,19.12516147,0.1389315769,0.2709201173,Not_sig
Q9DB60,Prxl2b,Prostamide/prostaglandin F synthase,0.3400334817,21.9693926,0.01909277796,0.07457689776,Not_sig
Q9DB73,Cyb5r1,NADH-cytochrome b5 reductase 1,0.1358306583,20.95320736,0.2086147731,0.3548678347,Not_sig
Q9DB77,Uqcrc2,"Cytochrome b-c1 complex subunit 2, mitochondrial",0.1240798894,24.93341689,0.133014507,0.2625954956,Not_sig
Q9DBB8,Dhdh,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",0.3971879549,22.06205632,0.001057442457,0.01326141911,Not_sig
Q9DBB9,Cpn2,Carboxypeptidase N subunit 2,0.2607980522,20.59414944,0.2412100245,0.391671819,Not_sig
Q9DBC0,Selenoo,"Protein adenylyltransferase SelO, mitochondrial",-0.1401391734,19.87484841,0.373579195,0.5196678217,Not_sig
Q9DBC3,Cmtr1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,-0.551916075,16.82083011,0.4361354221,0.5800980362,Not_sig
Q9DBC7,Prkar1a,cAMP-dependent protein kinase type I-alpha regulatory subunit,-0.1681579896,21.68766274,0.1413806083,0.2741579341,Not_sig
Q9DBD0,Ica,Inhibitor of carbonic anhydrase,0.260820851,22.27686467,0.08672942802,0.1987446451,Not_sig
Q9DBD5,Pelp1,"Proline-, glutamic acid- and leucine-rich protein 1",-1.281742481,17.97847834,0.001668519555,0.01692418774,Down
Q9DBE0,Csad,Cysteine sulfinic acid decarboxylase,-0.1207899357,21.59847795,0.1431080667,0.275551484,Not_sig
Q9DBE8,Alg2,"Alpha-1,3/1,6-mannosyltransferase ALG2",-0.1243429728,20.62259699,0.3675169876,0.5144466824,Not_sig
Q9DBF1,Aldh7a1,Alpha-aminoadipic semialdehyde dehydrogenase,0.1480148106,22.96431733,0.05184147982,0.1434544898,Not_sig
Q9DBG3,Ap2b1,AP-2 complex subunit beta,0.1399486418,22.7549205,0.1141883437,0.2380895454,Not_sig
Q9DBG5,Plin3,Perilipin-3,-0.4053781959,20.89562937,0.04707006442,0.135335283,Not_sig
Q9DBG6,Rpn2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,-0.0581312128,22.35321722,0.6603603337,0.7735632433,Not_sig
Q9DBG7,Srpra,Signal recognition particle receptor subunit alpha,-0.3463039572,19.58273595,0.0763968558,0.1840841692,Not_sig
Q9DBG9,Tax1bp3,Tax1-binding protein 3,0.197283598,23.08007832,0.1503724208,0.2838223776,Not_sig
Q9DBH5,Lman2,Vesicular integral-membrane protein VIP36,-0.2173012711,21.73530498,0.04295464014,0.1262556064,Not_sig
Q9DBJ1,Pgam1,Phosphoglycerate mutase 1,-0.02982225004,25.18650518,0.7243620977,0.8230405283,Not_sig
Q9DBL1,Acadsb,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0.1439133417,20.86802229,0.1423360702,0.2748886666,Not_sig
Q9DBL7,Coasy,Bifunctional coenzyme A synthase,0.00824696913,20.63656257,0.9401889389,0.9664737909,Not_sig
Q9DBN5,Lonp2,"Lon protease homolog 2, peroxisomal",-0.08803099682,18.0837805,0.6091380659,0.7303769382,Not_sig
Q9DBP5,Cmpk1,UMP-CMP kinase,-0.1177498399,24.10624584,0.2405684466,0.3912946575,Not_sig
Q9DBR1,Xrn2,5'-3' exoribonuclease 2,0.5859268402,18.33751431,0.4024019216,0.5472208208,Not_sig
Q9DBR3,Armc8,Armadillo repeat-containing protein 8,0.01169442898,19.32545411,0.9298180718,0.9626478693,Not_sig
Q9DBR7,Ppp1r12a,Protein phosphatase 1 regulatory subunit 12A,-0.03494365696,20.58059924,0.8144513288,0.882283819,Not_sig
Q9DBS1,Tmem43,Transmembrane protein 43,0.3484280962,21.67417073,0.04812977669,0.1373876186,Not_sig
Q9DBS5,Klc4,Kinesin light chain 4,0.3830896788,19.5092575,0.1650186748,0.3012083115,Not_sig
Q9DBS9,Osbpl3,Oxysterol-binding protein-related protein 3,-0.2777346748,21.00575548,0.01432079568,0.06113009719,Not_sig
Q9DBT5,Ampd2,AMP deaminase 2,0.2117985965,20.48676457,0.05171385166,0.1433146975,Not_sig
Q9DBV4,Mxra8,Matrix remodeling-associated protein 8,0.3168660714,19.47590716,0.05507856179,0.1485334417,Not_sig
Q9DBX1,Rgcc,Regulator of cell cycle RGCC,-0.2509623406,20.30549983,0.1201852625,0.246031929,Not_sig
Q9DBX3,Susd2,Sushi domain-containing protein 2,0.4448983984,23.66620413,0.0006145336411,0.009942568065,Not_sig
Q9DBZ1,Ikbip,Inhibitor of nuclear factor kappa-B kinase-interacting protein,-0.05173312671,19.48822798,0.7502933565,0.8394532157,Not_sig
Q9DBZ5,Eif3k,Eukaryotic translation initiation factor 3 subunit K,-0.06814343599,21.9877935,0.4403103104,0.5828981063,Not_sig
Q9DC04,Rgs3,Regulator of G-protein signaling 3,-0.8150883444,19.25356414,0.003523370526,0.02636667102,Down
Q9DC07,Nebl,LIM zinc-binding domain-containing Nebulette,-0.1206107676,19.70242984,0.3347351672,0.4821195027,Not_sig
Q9DC11,Plxdc2,Plexin domain-containing protein 2,0.2254053542,20.83750374,0.09212936799,0.2063870552,Not_sig
Q9DC16,Ergic1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,-0.0799440481,20.33152955,0.4718992136,0.6112949163,Not_sig
Q9DC23,Dnajc10,DnaJ homolog subfamily C member 10,-0.2622627727,20.19860472,0.06697207496,0.1689321996,Not_sig
Q9DC29,Abcb6,"ATP-binding cassette sub-family B member 6, mitochondrial",-0.1529629927,18.58144873,0.4625880946,0.6029096366,Not_sig
Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase,-0.1222344488,20.981051,0.3366757266,0.4836393608,Not_sig
Q9DC51,Gnai3,Guanine nucleotide-binding protein G(i) subunit alpha,0.002181062528,23.20834019,0.9889295379,0.9951754086,Not_sig
Q9DC63,Fbxo3,F-box only protein 3,0.3318486006,18.30993274,0.08960340101,0.2029862651,Not_sig
Q9DC69,Ndufa9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.2120620355,23.09510985,0.08401460805,0.1943568428,Not_sig
Q9DC70,Ndufs7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",0.2088089039,22.89639368,0.1224803594,0.2491302629,Not_sig
Q9DCB8,Isca2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",-0.09663826584,20.62628139,0.2964021799,0.4451853637,Not_sig
Q9DCC4,Pycr3,Pyrroline-5-carboxylate reductase 3,-0.3337847878,20.4716744,0.003635510588,0.02673498556,Not_sig
Q9DCD0,Pgd,"6-phosphogluconate dehydrogenase, decarboxylating",-0.06603170117,23.91062965,0.3549569383,0.5030968615,Not_sig
Q9DCG9,Trmt112,Multifunctional methyltransferase subunit TRM112-like protein,0.3518414832,21.76023298,0.09328467949,0.2078791459,Not_sig
Q9DCH4,Eif3f,Eukaryotic translation initiation factor 3 subunit F,-0.294881565,22.03970773,0.002149503894,0.0195242349,Not_sig
Q9DCJ1,Mlst8,Target of rapamycin complex subunit LST8,0.03443484608,19.64947934,0.8794308828,0.9223652484,Not_sig
Q9DCJ5,Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,0.1792573346,22.42192612,0.1292759051,0.2576503982,Not_sig
Q9DCJ9,Npl,N-acetylneuraminate lyase,-0.1117932755,21.09624625,0.4021501024,0.5470729248,Not_sig
Q9DCL8,Ppp1r2,Protein phosphatase inhibitor 2,-0.6603482119,21.06697934,0.02813126772,0.09622000694,Not_sig
Q9DCL9,Paics,Multifunctional protein ADE2,0.2439525711,23.3261811,0.02064761977,0.07927188212,Not_sig
Q9DCM0,Ethe1,"Persulfide dioxygenase ETHE1, mitochondrial",-0.1340680732,21.94890482,0.07833188445,0.186746338,Not_sig
Q9DCM2,Gstk1,Glutathione S-transferase kappa 1,0.2670609063,20.82262137,0.004059081793,0.02797717025,Not_sig
Q9DCN1,Nudt12,NAD-capped RNA hydrolase NUDT12,0.2532467277,18.41444803,0.2735831292,0.4236878226,Not_sig
Q9DCN2,Cyb5r3,NADH-cytochrome b5 reductase 3,0.05842597205,24.91368435,0.5787130129,0.7070282944,Not_sig
Q9DCS3,Mecr,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",-0.03176563799,20.87383335,0.7209306574,0.8208970347,Not_sig
Q9DCS9,Ndufb10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,0.1722672265,22.80105001,0.2301291218,0.3794798456,Not_sig
Q9DCT1,Akr1e2,"1,5-anhydro-D-fructose reductase",0.1194966818,19.64235705,0.2139012466,0.3611257762,Not_sig
Q9DCT2,Ndufs3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",0.1477280959,23.92574409,0.3166468982,0.4656992079,Not_sig
Q9DCT5,Sdf2,Stromal cell-derived factor 2,-0.107191717,19.18289021,0.6172950349,0.7372068124,Not_sig
Q9DCT8,Crip2,Cysteine-rich protein 2,-0.1563274782,23.28531235,0.3123026085,0.4616897599,Not_sig
Q9DCU2,Pllp,Plasmolipin,0.09360466792,23.61742583,0.5646034321,0.6946729486,Not_sig
Q9DCU6,Mrpl4,"39S ribosomal protein L4, mitochondrial",-0.1532227815,19.13169547,0.5072363848,0.6424882198,Not_sig
Q9DCV4,Rmdn1,Regulator of microtubule dynamics protein 1,0.354852927,21.23992546,0.03411574021,0.1092618011,Not_sig
Q9DCW4,Etfb,Electron transfer flavoprotein subunit beta,0.05679699212,24.49962378,0.4584783538,0.59936969,Not_sig
Q9DCX2,Atp5pd,"ATP synthase subunit d, mitochondrial",0.1132875061,23.77767102,0.2926317945,0.4412555135,Not_sig
Q9DCZ1,Gmpr,GMP reductase 1,0.2490553053,21.07981532,0.03513980918,0.1111452691,Not_sig
Q9DCZ4,Apoo,MICOS complex subunit Mic26,0.2740499546,23.21326819,0.004059737739,0.02797717025,Not_sig
Q9DD03,Rab13,Ras-related protein Rab-13,0.2978903336,19.12062339,0.2273103396,0.3757316772,Not_sig
Q9EP69,Sacm1l,Phosphatidylinositol-3-phosphatase SAC1,0.148180422,22.2243094,0.1115722911,0.2348114701,Not_sig
Q9EP71,Rai14,Ankycorbin,0.2959206123,19.90117068,0.04256588938,0.1254988134,Not_sig
Q9EP72,Emc7,ER membrane protein complex subunit 7,-0.1410642599,19.99892913,0.2734249841,0.4236878226,Not_sig
Q9EP89,Lactb,"Serine beta-lactamase-like protein LACTB, mitochondrial",0.2981010136,19.47988113,0.05690477942,0.152811711,Not_sig
Q9EPB4,Pycard,Apoptosis-associated speck-like protein containing a CARD,-1.198668519,19.26749322,0.00001082183694,0.001443985454,Down
Q9EPB5,Serhl,Serine hydrolase-like protein,-0.4020342757,20.4348659,0.04164988976,0.1240291546,Not_sig
Q9EPC1,Parva,Alpha-parvin,0.2583868549,22.20668877,0.06176094825,0.1605270882,Not_sig
Q9EPE9,Atp13a1,Manganese-transporting ATPase 13A1,-0.1556831586,20.0837681,0.3009425863,0.4491477197,Not_sig
Q9EPK6,Sil1,Nucleotide exchange factor SIL1,-0.2369541365,17.72446133,0.2958163577,0.4444800597,Not_sig
Q9EPK7,Xpo7,Exportin-7,0.158335531,20.54170459,0.2951016915,0.4437563086,Not_sig
Q9EPL2,Clstn1,Calsyntenin-1,0.1961696524,20.33357582,0.03614661491,0.1136246208,Not_sig
Q9EPL8,Ipo7,Importin-7,0.1777071895,20.4911115,0.05713786799,0.1531150716,Not_sig
Q9EPL9,Acox3,Peroxisomal acyl-coenzyme A oxidase 3,0.1040608846,19.57150614,0.4372891453,0.5806228096,Not_sig
Q9EPM5,Sync,Syncoilin,0.05818693987,19.74944555,0.6075391712,0.7289707533,Not_sig
Q9EPN1,Nbea,Neurobeachin,0.7662538349,17.03529998,0.2989641252,0.4481532006,Not_sig
Q9EPQ7,Stard5,StAR-related lipid transfer protein 5,-0.01760105144,19.75928734,0.878334277,0.9217962417,Not_sig
Q9EPR5,Sorcs2,VPS10 domain-containing receptor SorCS2,-0.06778852337,19.80459693,0.6599537437,0.7735632433,Not_sig
Q9EPU0,Upf1,Regulator of nonsense transcripts 1,-0.3754173524,21.17622802,0.004137392589,0.02825248082,Not_sig
Q9EPW0,Inpp4a,Inositol polyphosphate-4-phosphatase type I A,0.2362977181,20.3468014,0.2894427021,0.4376547619,Not_sig
Q9EPX2,Papln,Papilin,-0.04227827534,19.65414565,0.7548206215,0.8424719338,Not_sig
Q9EQ06,Hsd17b11,Estradiol 17-beta-dehydrogenase 11,0.03071468638,22.92084316,0.8281232183,0.8912871339,Not_sig
Q9EQ20,Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",0.273460683,23.82741622,0.0003706594048,0.007918444491,Not_sig
Q9EQ80,Nif3l1,NIF3-like protein 1,-0.08747222806,21.29049394,0.3689772634,0.5160516395,Not_sig
Q9EQC5,Scyl1,N-terminal kinase-like protein,0.1250028089,19.63618102,0.4214526493,0.5644955975,Not_sig
Q9EQF6,Dpysl5,Dihydropyrimidinase-related protein 5,0.1629708826,23.23453683,0.1088937773,0.2310820224,Not_sig
Q9EQG9,Cert1,Ceramide transfer protein,-0.3210274821,19.42711736,0.08136850224,0.1908915046,Not_sig
Q9EQH2,Erap1,Endoplasmic reticulum aminopeptidase 1,-0.4454939043,19.94071645,0.01256244733,0.05671640922,Not_sig
Q9EQH3,Vps35,Vacuolar protein sorting-associated protein 35,0.1061200326,22.98013526,0.1971724552,0.3419444302,Not_sig
Q9EQI8,Mrpl46,"39S ribosomal protein L46, mitochondrial",-0.2200299724,18.93251325,0.3184323942,0.4665461592,Not_sig
Q9EQJ9,Magi3,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",0.008983836073,18.76406355,0.957678179,0.9742888691,Not_sig
Q9EQK5,Mvp,Major vault protein,0.01619468805,22.48387339,0.8053050585,0.8763479066,Not_sig
Q9EQN3,Tsc22d4,TSC22 domain family protein 4,-0.5382239507,19.83098497,0.03431515096,0.1096250102,Not_sig
Q9EQP2,Ehd4,EH domain-containing protein 4,0.2870548585,22.89383581,0.01021107409,0.04987460863,Not_sig
Q9EQQ9,Oga,Protein O-GlcNAcase,0.1270795013,20.24896026,0.4926150549,0.6311727172,Not_sig
Q9EQS3,Mycbp,c-Myc-binding protein,-0.1257285562,18.97363942,0.629948114,0.7473670575,Not_sig
Q9EQU5,Set,Protein SET,-0.5717305236,22.50135242,0.0003635546201,0.007854422979,Not_sig
Q9EQW7,Kif13a,Kinesin-like protein KIF13A,1.05105203,18.46900376,0.1325786133,0.2621409602,Not_sig
Q9EQX4,Aif1l,Allograft inflammatory factor 1-like,0.01417303761,21.95104289,0.8913316688,0.9320350838,Not_sig
