Genes,log2FC(S2/P1),q value
EDC3,-1.059309692,0.045603543
MRPL37,-0.836754617,0.045732845
PRKCA,0.535265598,0.045823454
GM1553,-1.951506471,0.045908568
CACNG1,1.877595036,0.046050577
ALOX5,-1.474198119,0.046419666
MTFR1L,-1.470354941,0.046419666
PNN,-1.599545969,0.046474746
GNS,0.932336887,0.046503291
PYGL,0.325215388,0.046575366
PPP3CB,0.410852523,0.04667098
ACAD8,-0.435968611,0.047059866
TSEN54,0.620738492,0.047110329
STAM,0.47694084,0.047173498
PEF1,-0.416505997,0.047279754
Q6PIU9,-0.300839862,0.047326032
SMC2,-0.318006184,0.047469252
CHMP5,-0.955439836,0.047499264
MRPL49,-1.390405534,0.047549233
LUC7L3,-1.162241085,0.047663027
LRBA,0.548770845,0.047684805
VWF,-1.620518825,0.047754105
CRNN,0.654005015,0.047785344
TOMM70,-0.773860945,0.047794159
PI4KA,-1.079393618,0.047965113
PPFIBP1,-0.404980809,0.047965113
PLXDC2,-0.576630317,0.048080406
SETD7,0.550242761,0.048092398
EXOC4,-1.620909013,0.048387849
SRC,-0.950006747,0.048387849
CFAP418,0.988903504,0.048440531
HDAC2,-1.925865268,0.048453654
COPS8,0.324969084,0.048566622
RNMT,0.392856164,0.048566622
GCLC,1.031082278,0.048597328
CDS1,-2.100998948,0.04861535
STK3,-0.581855653,0.04861535
SCLY,3.152471751,0.04861535
SERPINA9,-1.283017287,0.048628138
EXOC7,-1.149557866,0.048700989
CCDC6,0.368271582,0.048799917
SVIL,-0.508837509,0.048810571
IFI47,1.239031564,0.04881386
STMN2,0.493849524,0.049034657
METTL13,-0.850983815,0.049050354
TMX2,-1.900606934,0.049050354
CFH,-0.76747836,0.049092453
TWF2,0.737940962,0.049255233
F8A1,-0.654617614,0.049451534
ABHD14B,1.059749414,0.049620194
ERBB2,-1.459370311,0.049628808
RFTN2,2.330549179,0.049628808
APOA1,0.948893638,0.049947112
DYNC1LI1,0.264009062,0.049967314
WDR82,-0.791457608,0.05011668
BAG2,0.6265898,0.050232737
SUPT5H,-0.42070096,0.05036755
TBL1X,1.253587479,0.05036755
NELFCD,2.257659069,0.050583947
DCP1A,0.670038764,0.05076699
RAB12,0.696291536,0.050954389
MTMR3,-1.886349634,0.050993743
HAGHL,2.103426135,0.051265696
ZYX,-0.949500304,0.051845023
S100A4,-0.654044548,0.052004615
AKAP10,-0.708987793,0.052278825
IDH3B,0.487559532,0.052576671
LASP1,0.468288079,0.052794811
MACF1,-0.68303404,0.052823513
CLUH,0.787411633,0.052832604
DAZAP1,0.783515354,0.052897588
TUBA1A,-2.841008127,0.053000954
MLEC,-1.165611109,0.053337386
TMOD3,0.352741053,0.053404555
PRXL2B,0.492632231,0.054152195
SH3BP2,0.472290993,0.054155996
PPP1CA,0.482650701,0.054198762
NUP214,-0.800671265,0.054428645
USP8,-0.563455493,0.054435781
TOR1B,1.30009778,0.054435781
TXNDC17,1.693045757,0.054482288
DNAJC2,-1.076063661,0.054530703
DDX39A,0.665223308,0.054540079
FKBP2,-0.663801801,0.054715324
NAP1L1,0.521599727,0.054968141
RALGAPB,-1.021054985,0.05499392
NCK1,0.610891757,0.054994186
METAP1,0.781179523,0.055051357
SLC2A1,-0.509040712,0.05526641
4930438A08RIK,1.042605626,0.055399034
CSNK2A2,-0.655896088,0.055543721
PACS1,-1.430220017,0.056057114
VCP,0.148668506,0.056068744
ITGB1,-0.542740023,0.056504036
HNRNPA3,-0.403395217,0.056820914
Q3TQI7,-0.573452601,0.057031732
SCPEP1,0.645021991,0.057031732
GOLIM4,-0.921063363,0.057084855
GRK2,1.534461789,0.057099382
OMD,-0.618919007,0.05711169
RPS27A,0.576281881,0.057483709
PLD3,-1.023122443,0.057526018
TMOD2,0.618305963,0.057585498
MTMR9,1.358694577,0.057585498
SMNDC1,-0.84176146,0.057643912
STAT5A,-0.369322762,0.057645663
APOC1,1.061418893,0.057816672
AHDC1,0.94859772,0.05824243
KPNA3,0.39821148,0.058650307
CBLB,2.337655834,0.059293916
SORBS2,-1.497589618,0.059552369
NMT1,-0.439716654,0.059623737
UBE4B,0.404158042,0.059630782
OGDH,0.350370167,0.059736366
DBN1,0.534101286,0.059809924
SDHA,-0.530823957,0.059950064
CLIC3,0.883192119,0.060026673
RCAN1,0.382692053,0.060034441
DMAC2L,-1.270508004,0.060040334
PPP1R14C,0.856407425,0.060197649
ENPEP,-0.589165712,0.060212483
EPB41L1,-0.763882765,0.060577607
ANXA2,-0.373142222,0.06060837
GNL1,-0.529231381,0.060613747
ARMC10,-0.478048838,0.060634376
TTC37,-0.696077207,0.060836241
APAF1,2.193425683,0.061156339
SPTA1,-1.165196482,0.061542777
TOM1L2,0.393577836,0.061542777
CD300LD3,-1.10520083,0.061542777
TAOK1,-1.061629317,0.061567781
NEK9,0.683067166,0.061567781
PSMF1,0.988786908,0.061588404
KCMF1,-0.59661228,0.061604427
ARG1,0.638645447,0.061702272
EPM2AIP1,0.825747593,0.061954975
UBXN2B,2.61912027,0.062073031
ARHGAP18,-0.385224618,0.062283165
EGLN1,-0.759918078,0.062296147
CDH5,0.750739347,0.06249207
WDR77,0.848295104,0.062659182
ANP32A,-0.754933488,0.062858164
PTK6,1.034948757,0.063135736
SNX2,-0.367469505,0.063579802
MANF,-1.25209638,0.063851115
PWP1,1.228233476,0.063866688
SZRD1,2.667383344,0.06390535
ANXA8,-0.788917528,0.063976594
RNASEH2A,-2.625268045,0.064547034
RP2,-0.695068658,0.064624261
TBC1D1,-1.020301645,0.064648666
PLCL1,-1.103056313,0.064845127
RAD23A,1.042509163,0.065235129
PTPN11,-0.335510128,0.065368722
STX2,-0.598250331,0.065784692
INF2,-1.041720481,0.065784692
MAN2C1,1.104937839,0.065852305
KRT19,-2.215155394,0.065996909
ZBTB8OS,0.374298046,0.06615478
NHLRC1,1.415576278,0.066185242
ANKRD44,1.071737211,0.066275075
VCAN,0.422336528,0.066275075
PALMD,-0.601645987,0.066381834
COG8,0.406868587,0.066518375
CBR1,0.98774496,0.066568581
KLC3,0.365374798,0.066672683
UBXN1,-0.32663613,0.066672683
NGP,-2.490805109,0.066746667
CCDC93,-0.678813321,0.067136195
ECT2L,-2.389378682,0.06739054
RPS6KA4,-0.570767162,0.067780207
SARDH,0.807869448,0.067793839
HPRT1,1.132217716,0.068354678
NFKB1,-0.699689124,0.068354678
KRT76,-1.75965476,0.068437601
CSNK1A1,-1.251711798,0.068437601
EIF1;EIF1B,-0.504981969,0.068508953
DUSP14,-1.088763537,0.068585691
EIF4A3,-1.11006601,0.068599182
KRT71,-2.352930295,0.069466144
NUB1,0.306853688,0.069495131
UBR5,-1.299615741,0.069591063
TMEM38A,-1.437784805,0.069707101
CTU2,-0.662061168,0.069765079
STK38L,0.253630731,0.069765079
PLXNB2,0.374618082,0.070091373
PTPN6,-0.527808283,0.070432625
ACTR1B,-0.40934304,0.070601123
PHOSPHO2,1.24916325,0.071406683
SMPDL3A,1.21532677,0.071734076
EIF3F,0.353853207,0.071734076
ACSL4,-0.620593912,0.071734076
UBQLN2,0.456407255,0.071918396
PUF60,-0.596032667,0.072010437
SEPHS1,0.122394483,0.072143322
PPAT,1.289610355,0.072351978
ZSWIM8,-0.763657204,0.072593182
CCDC80,-0.391991737,0.072863717
NAP1L4,0.27490227,0.072920635
COPA,-0.238731825,0.072931704
RAB8B,-0.393205528,0.07305636
KIF21A,-0.492239154,0.07305636
CSDE1,-0.427003321,0.073871613
AGPAT3,-0.752288426,0.074176045
DCTN2,0.333312183,0.074427406
CYB5R2,1.413209454,0.074479858
CACYBP,0.240445738,0.074589082
PRNP,0.873815857,0.074650695
USP4,0.503085565,0.074954334
GLRX5,-0.96691488,0.075036277
ARRB1,0.357005166,0.075181762
CCT6B,0.510092504,0.075257491
CKMT1,-0.398412329,0.075419319
IQGAP1,-0.29797719,0.075419319
TMSB4X,-0.64514957,0.075723579
CPN2,0.675347188,0.076107157
ANKRD35,-0.762848394,0.076233123
PIGK,-0.847023219,0.076377155
PAK2,0.598951768,0.077097898
RNF39,0.521338143,0.077284904
NPEPL1,-0.517206664,0.078004775
BAP18,-0.776148047,0.07855924
MGST3,1.186691287,0.078746848
RRAS,-0.493993783,0.078975585
TSPO,-1.178472252,0.079030688
EEF1B,0.529430479,0.079253551
SMC4,-0.489963851,0.079255492
SERPINB8,-1.274830162,0.079264479
ARHGEF2,-0.874843786,0.079278216
PLPP1,-0.744577572,0.079526552
CST3,0.205852282,0.079775118
HPGD,0.888717199,0.079822791
SCYL2,-1.66563457,0.080157364
MYL2,-0.652191109,0.080297176
VWA8,-0.280789594,0.080611927
TAPT1,-2.03789329,0.080635881
ATAD1,-0.737979917,0.080635881
USP40,0.720144457,0.081234062
LGALS3,-0.676133001,0.081470963
SNUPN,-0.351464198,0.081708172
PSME3IP1,1.325813,0.081757376
SMAP,-0.748367699,0.082116119
PCIF1,-0.911692855,0.082299829
UBE2L3,0.246523038,0.082828322
ZNF185,-0.478231303,0.082900292
TRIM29,-0.759980207,0.083234068
MAP2K1,0.708536133,0.083353827
EEFSEC,0.67803265,0.083665613
PTPRC,-0.793895988,0.083854288
EHHADH,-0.642536291,0.083854288
RPIA,0.982373212,0.084714537
MOB4,0.828683552,0.08472198
SNX27,-0.266402534,0.084839472
CFAP36,0.482374268,0.084882413
SDF2L1,-0.433064479,0.084882413
SPG21,1.277811374,0.085052774
BNIP2,1.69211432,0.085144893
EEF1A1,-0.525745909,0.08563415
DRG2,-0.425966847,0.085973347
FUCA1,0.569827156,0.086002659
SNF8,-0.367518014,0.086155653
LY6D,-0.712084265,0.086553875
NAPRT,1.361606405,0.086767074
PDCD10,-0.544878553,0.087336877
MAP3K20,0.522946982,0.087513026
MCEE,0.774614271,0.087560255
CSNK2B,-0.74419822,0.08768342
ANXA9,-0.671060157,0.087916744
ZW10,-1.175228483,0.087956711
CA6,0.764637238,0.087980057
LSM7,-0.801764362,0.088267549
PTPRA,-0.773200808,0.088422059
TRIP11,-0.591714899,0.088442422
BIN2,0.655230448,0.088664231
VTA1,-1.032659631,0.088667551
HPGDS,2.142060222,0.088824116
MTX1,1.071297394,0.0895769
CASP1,0.475341929,0.089785363
PLPP3,-0.906978738,0.090498565
ACACB,-0.701082198,0.090824887
SUSD2,-0.693740221,0.091013627
NUCKS1,-1.154286046,0.091062697
WDR91,-0.661477594,0.091219885
PGLYRP2,0.556117913,0.091434786
DAB2,0.354423665,0.091491738
ENAH,-0.693449623,0.091508033
RPA2,0.632164417,0.091884884
ATP5ME,-0.519764268,0.092135415
EPS15,0.453955995,0.092245586
KDM3B,-0.760789679,0.092554258
FKBP14,0.719515366,0.092734465
CSTF1,-0.608000009,0.092734465
C9,1.04049569,0.092754292
RAC2,-0.950046322,0.093578497
SUMF1,-0.848544268,0.093784572
IGFBP7,-0.512231053,0.093953708
STX3,-0.724941271,0.094284865
CUL4B,0.21924122,0.094514069
COPG1,-0.322581477,0.094880158
MRPL22,1.330228812,0.094906786
PAXX,-0.376611022,0.095150745
GSDMD,0.504871882,0.095440333
HNRNPF,0.472854762,0.095533181
MAPKAPK2,0.489496565,0.095620499
TACO1,0.882034901,0.095705385
RAB5B,0.494153541,0.095789567
LIPO1,2.328959876,0.096214516
TNNC1,-0.799555329,0.096277755
EDC4,-0.192198488,0.09653698
EIF4A2,0.396974654,0.096616251
AP1B1,0.26416134,0.097270201
UBTD2,-0.319970383,0.097601581
MAP1A,-0.335386755,0.097805795
FKBP7,-0.621840034,0.098035925
WNK1,-0.145399421,0.098261398
TRAPPC2L,-0.224135054,0.098823737
HDHD5,0.490169346,0.099974263
NUTF2,0.969604538,0.100107392
RELA,0.520756329,0.100520821
VTI1B,0.508658685,0.100595601
PDHA1,0.438176543,0.100736611
NAA50,-0.176246192,0.100901227
ERAP1,0.99464958,0.100945869
DENND4B,2.060587081,0.100965593
CSAD,1.26126496,0.101051979
HCK,-0.596586414,0.101201099
YTHDF3,-0.523583401,0.10151251
CPN1,0.25547904,0.101828963
CFI,0.986402232,0.101940524
NT5DC2,-2.057920511,0.102043883
SLC25A13,-0.785242738,0.102059933
ERP44,0.531361884,0.102660613
BCS1L,-1.024072136,0.102686809
ACP2,2.909611165,0.103426062
TNFAIP8L3,1.008982914,0.10368366
MON2,0.465855703,0.10414122
KPNA4,0.416778772,0.104731194
PDCD6IP,0.284300518,0.104929424
EPHX1,-0.403579694,0.105072733
RABEP1,-0.995204793,0.105163758
MFF,-1.078095813,0.106184641
DDHD2,0.448511783,0.106884376
FAHD1,0.456580621,0.106964219
PLSCR3,-0.968590836,0.106964219
SPECC1,-0.475136034,0.107259537
P3H3,0.234974125,0.108095889
KCNAB2,-0.569808777,0.108208818
ZNF385A,-0.534005429,0.108208818
HBQ1B,-1.209199585,0.108580917
SLC44A1,0.625175221,0.108583877
MSTO1,1.030868729,0.109008869
BMP1,-1.45820423,0.109158877
GM2A,0.471094525,0.109329175
COPS4,0.354495944,0.109331766
EIF3B,0.168006582,0.109687467
ATP1A3,-0.752106391,0.109909253
ARPIN,0.386198753,0.110680485
KEAP1,1.015215974,0.110680485
CAPG,-0.415685392,0.110772638
NUDT21,-0.642827806,0.110956744
TMEM63A,-0.986668292,0.110961995
ABHD10,0.365032084,0.111305853
LPP,0.416269439,0.11147999
IL36B,-1.404916906,0.111635384
MRPL44,-0.69235087,0.112379388
PLEKHF1,0.447017499,0.112433915
BOP1,-0.505112786,0.112479927
AP3M1,-1.283407876,0.112685294
EEF1AKMT1,-0.409639178,0.112938527
ZZEF1,1.286140124,0.113025025
ARPC5L,-0.901635856,0.113128081
NIBAN1,0.374335658,0.113512964
NBEAL2,-0.428853832,0.11354926
RBM24;RBM38,0.656818688,0.113910321
MPP1,-0.505465933,0.114007725
ANAPC1,1.890442718,0.114248818
DDX39B,-0.312432225,0.114432019
STXBP3,0.389203873,0.114902747
STX17,-1.184578907,0.114951875
ITGB1BP2,1.41810904,0.115156711
TPM3-RS7,0.289918322,0.115291873
FAH,0.835295021,0.115291873
SKIC8,0.508888527,0.115476275
MAPRE3,-2.183716235,0.115742471
PPP4R3A,0.402228873,0.116037231
EIF4G2,-0.592681421,0.116426601
DVL2,0.786698555,0.117337115
AKAP1,0.882242501,0.117464762
TRAPPC4,-0.486869637,0.118875362
MYH9,-0.175962775,0.119373009
DAG1,-0.722153978,0.120181116
ZC3H4,-0.585452321,0.120316927
EHBP1L1,-0.381169926,0.120584957
CSDC2,0.818743929,0.120628159
HSPB7,-0.678861175,0.120699169
RTN3,0.537775679,0.120738878
PLCL2,-0.639380546,0.121143463
TOM1L1,0.970185289,0.121488128
SUMO3,-0.529532952,0.122332341
ATP6AP2,1.217485028,0.122553646
PTGS1,-0.466258664,0.123866796
TPPP3,-0.513223893,0.124550361
DHRS7B,-1.518383923,0.125462863
VASP,-0.533473558,0.1254682
MAPKAPK3,2.418528858,0.125492364
NPLOC4,-0.142020635,0.125587347
PALS2,-0.309444765,0.125838679
TRIM25,-0.536093038,0.126377822
MYO1G,-0.708088431,0.126463329
IGHG1,1.419599679,0.127015018
CTDP1,-0.435618885,0.127904826
LSP1,0.92539141,0.127982877
MSH2,-0.740147935,0.128042993
ART3,-0.646851709,0.128271582
CDK17,-0.440969323,0.128412353
PDE1A,1.993267869,0.128425656
THY1,-0.645544188,0.12842873
MTHFD2L,-0.694707227,0.128686647
EIF3G,0.17561636,0.129134215
LYPLA2,0.871444203,0.129387934
NEDD4L,1.166523192,0.129541034
ARL6IP5,-0.456625874,0.130483624
MTATP8,-0.369142818,0.130671473
HACD3,-0.850277659,0.130759057
PRUNE2,-0.432737052,0.130948968
HEATR3,1.688982872,0.130948968
Q9CYI0,0.748916455,0.131257392
SPNS1,-0.857839249,0.131715378
FBXO30,0.407536096,0.132435482
DHX29,-1.908203291,0.132452147
MYLK2,0.397134449,0.132748661
COPB2,-0.231592663,0.133787368
SEC63,-1.192686647,0.133819331
AKR1D1,-0.437212927,0.133827896
RBIS,0.392532097,0.134006196
TSFM,0.256391897,0.134130995
CYP2W1,-0.826499312,0.134403852
ACTN1,-0.335910989,0.135319719
AP1G1,0.451437265,0.135467601
RBM8A,-0.248430222,0.135901535
GATD1,0.301163186,0.13615
CYP2F2,-0.360162399,0.136991576
GPX7,-0.976165391,0.137401022
DPYSL4,1.032942268,0.137990668
UQCRC1,-0.586119217,0.138807204
ZDBF2,-2.339797978,0.138868536
TBCEL,0.730287989,0.139146121
AFTPH,0.32340496,0.13945783
CAP2,-0.340446409,0.139932619
TYMS,0.794150706,0.140097553
TUBB3,-0.332520554,0.14040467
DTD2,-0.390750408,0.1408122
AKT2,-0.310764373,0.141010728
TBC1D15,-0.257217365,0.141010728
JMY,-0.566304202,0.141141637
LTBP4,0.431723571,0.141590908
TLE3,-0.726250532,0.141609678
TNPO3,0.182459112,0.141642639
IDH3A,-0.389307999,0.141758733
AVEN,-0.526501361,0.141896852
OCIAD1,-0.94257329,0.143517518
GSTA4,-0.302214528,0.143683657
APOBR,0.695209059,0.144498725
PPP1R12C,-0.367090439,0.144733464
CD36,-0.460051472,0.145182624
FHL3,0.598460773,0.146382541
PANK2,-0.335859609,0.1474547
NUP210,1.083750751,0.147683005
ANO6,0.71193395,0.148047947
NHERF1,0.213071389,0.148368016
DENND10,-0.404390829,0.14838119
H2-L,-0.333518854,0.148490763
ERH,-0.420297023,0.148490763
MME,0.634415925,0.149298321
NUBP2,1.253150307,0.149786692
ERGIC1,-0.796456815,0.149796578
FIS1,-0.348156476,0.151635004
PRSS27,-1.003736521,0.152005898
HEPH,1.396794115,0.152843054
PDCD6,0.364495953,0.153471694
WIPI2,0.574929455,0.15422395
PTGFRN,0.229073094,0.154244487
TSG101,0.381268721,0.15480769
SPRYD4,-0.598446814,0.155961491
FBXO22,0.850667392,0.156237494
LRRN4CL,-0.410696202,0.156260387
CNOT3,-0.495657515,0.156582456
MIX23,0.496434504,0.156631547
RRAS2,-0.233233849,0.156850674
GTF2A1,-0.531292999,0.156850674
APOM,2.334064973,0.157091437
UBE2V2,1.190359768,0.157636099
MOB1A;MOB1B,0.445333567,0.157731086
EPN2,-0.338150683,0.157824901
POLR2H,0.3389551,0.15787377
TRIM33,-1.897225727,0.158459952
PIK3R4,-0.94868183,0.158479207
KRAS,-0.874754508,0.159188378
DRAP1,1.551214318,0.160007434
IKBKB,-0.375855518,0.16022113
VWA1,-2.969258628,0.160364067
CES2F,-0.914208236,0.160713674
PPCS,0.653788936,0.160714769
PTPN13,-0.925236932,0.161087399
NUP58,-0.186334027,0.161381121
DENND1B,0.49838062,0.161387069
CFDP1,0.708209227,0.162482693
PTP4A1,-1.115941311,0.162578996
RELCH,-0.528609379,0.162608907
RAPGEFL1,0.593162699,0.162912258
CDK4,0.252440686,0.163658471
CTSZ,0.827164138,0.163828604
TACC1,-0.442430546,0.164662903
BANF1,1.010388366,0.164903304
THUMPD3,0.560780629,0.165330331
AKT1S1,-0.578511788,0.165875355
TRMT112,-0.311063485,0.166323512
COCH,-1.069416603,0.166660853
AHR,0.357670037,0.16773765
NDUFAB1,0.776375165,0.16773765
HNRNPAB,-0.453436739,0.1680138
C4B,-0.381213026,0.168429738
LMAN2,-0.328418094,0.168451347
KRT77,-0.520528803,0.17025879
TBC1D8B,0.678093202,0.170303669
RTCA,0.68460083,0.170984663
ERBIN,0.578892973,0.17145926
RANGAP1,0.087813348,0.171520829
TBC1D13,0.60873011,0.171680893
BICC1,-1.067631176,0.172114238
PYGO2,0.437219497,0.172470297
CCT3,0.165384922,0.172791766
MCAM,-0.568824064,0.17315237
GATAD2A,-0.640663596,0.173655993
VWA5A,-0.234219531,0.174334996
CWF19L1,-0.605347012,0.174735407
GRB14,-0.534234918,0.175908402
PDE12,-0.659559352,0.176836678
PRORSD1,0.232653405,0.176874051
ALDOART2,0.548036756,0.178184995
RAB13,1.049241721,0.178184995
SBSN,-0.601233171,0.17833098
PRKCSH,-0.192453257,0.178644527
PHKA1,-0.465974347,0.178644527
CPT1A,-1.445622717,0.179782853
HSD17B11,-0.298398603,0.180357934
LACTB,-0.560084679,0.180737248
RNASET2A;RNASET2B,0.875228598,0.180746903
PLPBP,0.365427654,0.180799838
AP1S1,-0.42876467,0.180928534
ITGA2,1.156713075,0.181351581
PDPK1,0.30970372,0.181351581
BCAR1,1.08418406,0.181955838
S100A9,-1.804173532,0.182336079
ABHD12,-0.815646386,0.183374369
EPS8L1,-0.206003017,0.183375213
WDR81,0.342101445,0.183996421
GDAP2,-1.571880373,0.184275638
DNAJA4,-0.575758368,0.18466014
POGLUT3,0.410171168,0.184793497
TPM4,0.229171937,0.185526615
ZNG1,1.26571352,0.185813909
BCCIP,-0.841259652,0.185911775
MYADM,-0.538546617,0.185928456
KIF3A,1.185303578,0.186051341
PHYHIP,1.284447669,0.186242237
SNX8,-0.583572489,0.186372428
STX5,-0.926059475,0.186782491
GABARAPL2,-0.416197298,0.187078881
NT5E,-0.579381277,0.18740885
ETFA,0.335726706,0.188572087
CYP3A13,-1.69860977,0.188733781
RHOG,0.280883241,0.189235847
KIF1C,-0.26478764,0.189341613
CNTFR,0.909253901,0.189341613
PDCD5,0.475457518,0.189618997
KDM1A,0.725601205,0.189722529
ALOX12E,-0.45373032,0.190671042
FAM98C,0.42030446,0.19105465
CASQ1,-0.669430732,0.19111733
STX7,-0.253921825,0.191294789
YOD1,0.56147856,0.191934782
ELMO3,-0.530074845,0.192797866
TRIP6,-0.253087461,0.193461035
DYNLL1,-0.514688479,0.193963713
LRRC40,-1.103580862,0.194142748
MCM3,0.271748018,0.194399716
TM9SF4,0.668924051,0.194707335
SMPD1,0.524136326,0.195407326
LIPE,0.399827527,0.195441763
HP,2.734601305,0.195863498
VASN,0.745978496,0.195863498
USP47,0.396009679,0.195984469
ACTN4,0.205850521,0.196639402
FHOD1,-0.303130113,0.196854782
YWHAG,0.075061568,0.197162077
PERM1,-1.143176428,0.197924945
CNOT1,-0.235697978,0.198427705
TGOLN1,-0.245929848,0.198543486
CYP4F39,-0.480283589,0.19870263
ENDOD1,-0.357700727,0.198804143
ASPSCR1,0.487983792,0.200073253
RAP2C,-0.707065264,0.20021971
TAGLN3,-1.278071598,0.200408097
CBFB,0.4201551,0.200465536
CRYAA,1.613360633,0.200985058
MIEN1,1.105594278,0.20157294
SMARCA4,-0.911623372,0.202095663
ATG7,-0.228079559,0.202202398
CHMP7,0.82012751,0.202903287
NAA30,-0.573464075,0.203179812
LGALS9,-0.403833679,0.203206576
YBX3,0.222919567,0.203208983
ACTG2,0.464901142,0.203263052
PLCG1,0.304911732,0.203691139
HSD17B10,0.318942771,0.204101609
CPM,-0.876930265,0.204756651
LIPA,1.210703733,0.204881857
ATP6V1B1,-0.482831519,0.205216654
SQOR,-0.432758012,0.205478731
EIF1AD,-0.709656418,0.206084443
COLGALT1,0.678432034,0.206470284
FOXK1,0.226923072,0.207380654
UBAC1,0.33824683,0.207886678
RCN2,0.464892383,0.207910339
STAP2,0.228601832,0.208763347
NUDCD3,-0.169941047,0.210401177
KRT16,-0.9866286,0.210619948
ZC3H18,0.368318626,0.210877299
ARPP19,0.8982797,0.211235686
SBP,1.1948482,0.2114852
SCARA5,0.329732476,0.211791931
PTMS,0.735362338,0.214175936
CDK1,-0.604741127,0.215115051
DHX38,-0.734130321,0.21570295
THA1,-0.552173333,0.216684828
NUDT4,0.520968491,0.216684828
RIC1,1.954099647,0.216951438
MTMR2,-0.412751364,0.217099226
MGST1,0.973772107,0.217804213
RASA1,0.259954417,0.217913737
LAGE3,2.917706286,0.219226703
SUGT1,0.23606869,0.220036147
RPRD1B,-0.23435693,0.220328633
FCER1G,0.493578686,0.220454639
OXSM,-0.342103549,0.221173069
GRSF1,-0.492165291,0.221223519
IGLV1,0.7151595,0.221665131
EIF4E3,-0.612956367,0.221850633
ANXA6,0.274647576,0.221865761
PON1,0.70707072,0.221865761
SERPINB3D,-0.403221938,0.22209507
PGM2L1,0.387674384,0.222460974
CRLF3,0.439075045,0.222609319
TBC1D17,0.257301462,0.222620441
PKLR,-0.230408944,0.224846665
PPP1R8,-0.442826041,0.225256061
NDEL1,0.646772975,0.225930668
APOC2,0.672541104,0.227073005
RAB4A,-0.594818261,0.228107536
MMUT,-0.181062883,0.228949757
DNASE1,1.567113443,0.229627157
PCMTD1,0.32561688,0.229627157
GGPS1,-0.576527504,0.23169485
TRIP13,0.80699403,0.232252906
GM8978,0.727107619,0.232972467
LNPEP,-0.464676986,0.233240646
MINDY2,-0.413560185,0.234543532
RABGAP1L,0.270766877,0.234790753
FARP1,-0.580932386,0.235183936
TRAPPC3,-0.22880478,0.235275911
AKT1,0.365956071,0.235334191
GGH,0.179783998,0.235742154
PSMA5,-0.127932186,0.235898347
CSF1R,-0.347485463,0.23831571
GK,0.271249265,0.238491281
MPC2,-0.689385259,0.238759767
ZFYVE19,-0.269127397,0.238772295
PITRM1,-0.217557442,0.238813043
PIK3CA,0.593419958,0.240685563
SUMO2,0.59677824,0.241195126
PHACTR4,0.543334559,0.241195126
FAM25C,-0.409424785,0.24162243
ARPC1A,-0.242135535,0.242479735
CUL1,-0.315151719,0.243014333
MTMR12,-0.904878521,0.243267461
RAB25,-0.269213421,0.244300819
HSD17B7,-0.587783069,0.244604627
MAGOH;MAGOHB,-0.736336931,0.245390798
GFER,0.543057832,0.245800994
CLU,0.34831763,0.246310921
FITM2,0.28595125,0.246312886
UCKL1,0.386790851,0.246955649
CKAP5,-0.454599802,0.247035043
SRFBP1,-0.676238349,0.247156826
ABCG2,-0.648253052,0.247483577
MYL1,-0.622873969,0.247513955
BPIFB9B,0.415499482,0.247633005
DCUN1D4,-0.596282893,0.247671617
CDK5,0.323462684,0.248063054
S100A8,2.335686975,0.248079191
SHMT2,-0.313748524,0.248880005
LYVE1,0.797729071,0.249480274
SVAL2,0.593070942,0.249953958
TXNRD1,0.697718885,0.250949552
MTM1,-0.429217305,0.251573258
SEC61A1,-0.22773686,0.251831542
AGK,-0.179263238,0.251836152
RPA1,0.113998049,0.251877834
HGH1,0.42426154,0.252281537
ALDH1L2,-0.224591271,0.252569267
ARIH1,-0.730451345,0.252863881
CSTF2,-0.259513215,0.252864012
RAB5C,0.407454162,0.254744587
LYRM4,-0.582084451,0.255151268
NATD1,1.097638164,0.255871689
NEK7,-0.527449851,0.256290996
ARFGAP3,0.230248798,0.256735101
PAPOLA,0.600930251,0.257942593
NGFR,-0.60818695,0.257984884
RPLP2,0.254492456,0.258741944
USP9X,0.203134906,0.259174896
FHIP2A,1.004957946,0.259510479
EDF1,-0.715807529,0.259930128
PDHX,-0.258921315,0.260185249
SARS2,0.720327303,0.260185249
AK3,0.343111774,0.260185249
ADAM17,0.823390044,0.260365495
SLC23A2,0.769383144,0.260495629
POR,0.301300414,0.260538296
LAD1,-0.178174052,0.260538296
VPS4B,-0.158878153,0.260817501
COG2,0.154034039,0.26101816
OR13A28,1.247185901,0.263943593
VPS13C,-0.345523402,0.264330258
ANXA11,-0.212614084,0.265653119
CPSF7,-1.592296635,0.266429991
MED25,-1.557290985,0.266429991
EEA1,0.188485248,0.268875205
HDAC7,-0.467813801,0.268875205
DLD,0.270567896,0.26939222
PSMG3,0.396769944,0.269899202
KERA,-0.101819358,0.270032067
RARS2,-0.830114918,0.270947124
RPS15A,-0.500835576,0.271257594
PRELP,-0.438572241,0.271445961
ANXA3,-0.426308747,0.272233983
ESRP2,-0.3822582,0.272574619
MYL3,-0.611826304,0.27369838
ATP1B1,-0.19377543,0.273777309
RIGI,-0.232896116,0.274591879
TTC9C,-0.253030067,0.274989455
MBD3,-0.948527934,0.276072311
EIF2S1,-0.201391474,0.276438991
CYP51A1,-0.644812079,0.276528275
LSM6,-0.983945733,0.276813666
KIF2A,-0.72752887,0.277137327
