"","HGNC.symbol","MGI.symbol","type"
"2867","PPARA","Ppara","gene-specific transcriptional regulator"
"2868","PPARG","Pparg","gene-specific transcriptional regulator"
"2869","PPAT","Ppat","metabolite interconversion enzyme"
"2870","PPBP","Ppbp","cytokine"
"2871","PPOX","Ppox","metabolite interconversion enzyme"
"2872","PPP2CA","Ppp2ca","protein modifying enzyme"
"2873","PPP2R2B","Ppp2r2b","protein modifying enzyme"
"2874","PPT1","Ppt1","protein modifying enzyme"
"2875","PPT2","Ppt2","protein modifying enzyme"
"2876","PPY","Ppy","other intercellular signal"
"2877","PRELP","Prelp","unclassified"
"2878","PRG4","Prg4","unclassified"
"2879","PRKCZ","Prkcz","protein modifying enzyme"
"2880","PRKG1","Prkg1","protein modifying enzyme"
"2881","PRL","Prl3d3","peptide hormone"
"2882","PRL","Prl3d2","peptide hormone"
"2883","PRL","Prl6a1","peptide hormone"
"2884","PRL","Prl3b1","peptide hormone"
"2885","PRL","Prl3a1","peptide hormone"
"2886","PRL","Prl8a8","peptide hormone"
"2887","PRL","Prl3c1","peptide hormone"
"2888","PRL","Prl","peptide hormone"
"2889","PRL","Prl8a6","peptide hormone"
"2890","PRL","Prl7a1","peptide hormone"
"2891","PRL","Prl7a2","peptide hormone"
"2892","PRL","Prl7d1","peptide hormone"
"2893","PRL","Prl3d1","peptide hormone"
"2894","PRL","Prl2a1","peptide hormone"
"2895","PRL","Prl2c1","peptide hormone"
"2896","PRL","Prl4a1","peptide hormone"
"2897","PRL","Prl7c1","peptide hormone"
"2898","PRL","Prl2c2","peptide hormone"
"2899","PRL","Prl2c5","peptide hormone"
"2900","PRL","Prl2c3","peptide hormone"
"2901","PRL","Prl8a9","peptide hormone"
"2902","PRL","Prl8a1","peptide hormone"
"2903","PRL","Prl7b1","peptide hormone"
"2904","PRL","Prl5a1","peptide hormone"
"2905","PRL","Prl2b1","peptide hormone"
"2906","PRL","Prl8a2","peptide hormone"
"2907","PRLH","Prlh","other intercellular signal"
"2908","PRLHR","Prlhr","G-protein coupled receptor"
"2909","PRLR","Prlr","other transmembrane signal receptor"
"2910","PRND","Prnd","unclassified"
"2911","PRND","Prn","unclassified"
"2912","PRNP","Prnp","other intercellular signal"
"2913","PROCR","Procr","protein-binding activity modulator"
"2914","PROK1","Prok1","peptide hormone"
"2915","PROK2","Prok2","peptide hormone"
"2916","PROKR2","Prokr2","G-protein coupled receptor"
"2917","PROM1","Prom1","unclassified"
"2918","PROS1","Pros1","unclassified"
"2919","PRPS1L1","Prps1l1","metabolite interconversion enzyme"
"2920","PRRG4","Prrg4","protein modifying enzyme"
"2921","PRSS1","Try5","protein modifying enzyme"
"2922","PRSS1","Gm10334","protein modifying enzyme"
"2923","PRSS1","Gm5771","protein modifying enzyme"
"2924","PRSS1","Try4","protein modifying enzyme"
"2925","PRSS1","Try10","protein modifying enzyme"
"2926","PRSS1","Prss3","protein modifying enzyme"
"2927","PRSS1","Prss1","protein modifying enzyme"
"2928","PRSS1","Prss2","protein modifying enzyme"
"2929","PRSS2","Prss3","protein modifying enzyme"
"2930","PRSS2","Try10","protein modifying enzyme"
"2931","PRSS2","Prss2","protein modifying enzyme"
"2932","PRSS2","Try4","protein modifying enzyme"
"2933","PRSS2","Try5","protein modifying enzyme"
"2934","PRSS2","Prss1","protein modifying enzyme"
"2935","PRSS2","Gm5771","protein modifying enzyme"
"2936","PRSS2","Gm10334","protein modifying enzyme"
"2937","PRSS23","Prss23","protein modifying enzyme"
"2938","PRSS3","Try4","protein modifying enzyme"
"2939","PRSS3","Try5","protein modifying enzyme"
"2940","PRSS3","Try10","protein modifying enzyme"
"2941","PRSS3","Prss3","protein modifying enzyme"
"2942","PRSS3","Gm5771","protein modifying enzyme"
"2943","PRSS3","Gm10334","protein modifying enzyme"
"2944","PRSS3","Prss1","protein modifying enzyme"
"2945","PRSS3","Prss2","protein modifying enzyme"
"2946","PRSS55","Prss55","protein modifying enzyme"
"2947","PRTG","Prtg","cell adhesion"
"2948","PRTN3","Prtn3","protein modifying enzyme"
"2949","PSAP","Psap","scaffold/adaptor"
"2950","PSAT1","Psat1","metabolite interconversion enzyme"
"2951","PSCA","Psca","protein-binding activity modulator"
"2952","PSEN1","Psen1","protein modifying enzyme"
"2953","PSENEN","Psenen","unclassified"
"2954","PSPH","Psph","metabolite interconversion enzyme"
"2955","PSPN","Pspn","neurotrophic factor"
"2956","PSTPIP1","Pstpip1","cytoskeletal"
"2957","PTCH1","Ptch1","other intercellular signal"
"2958","PTCH2","Ptch2","other intercellular signal"
"2959","PTDSS1","Ptdss1","metabolite interconversion enzyme"
"2960","PTGDR","Ptgdr","G-protein coupled receptor"
"2961","PTGDR2","Ptgdr2","G-protein coupled receptor"
"2962","PTGDS","Ptgds","transfer/carrier"
"2963","PTGER1","Ptger1","G-protein coupled receptor"
"2964","PTGER2","Ptger2","G-protein coupled receptor"
"2965","PTGER3","Ptger3","G-protein coupled receptor"
"2966","PTGER4","Ptger4","G-protein coupled receptor"
"2967","PTGES","Ptges","metabolite interconversion enzyme"
"2968","PTGES2","Ptges2","metabolite interconversion enzyme"
"2969","PTGES3","Ptges3","chaperone"
"2970","PTGFR","Ptgfr","G-protein coupled receptor"
"2971","PTGFRN","Ptgfrn","defense/immunity"
"2972","PTGIR","Ptgir","G-protein coupled receptor"
"2973","PTGS2","Ptgs2","metabolite interconversion enzyme"
"2974","PTH","Pth","peptide hormone"
"2975","PTH1R","Pth1r","other transmembrane signal receptor"
"2976","PTH2","Pth2","unclassified"
"2977","PTH2R","Pth2r","other transmembrane signal receptor"
"2978","PTHLH","Pthlh","peptide hormone"
"2979","PTK2","Ptk2","protein modifying enzyme"
"2980","PTK7","Ptk7","tyrosine protein kinase receptor"
"2981","PTN","Ptn","growth factor"
"2982","PTPN11","Ptpn11","protein modifying enzyme"
"2983","PTPN13","Ptpn13","protein modifying enzyme"
"2984","PTPN3","Ptpn3","protein modifying enzyme"
"2985","PTPN6","Ptpn6","protein modifying enzyme"
"2986","PTPRA","Ptpra","protein modifying enzyme"
"2987","PTPRB","Ptprb","other transmembrane signal receptor"
"2988","PTPRC","Ptprc","protein modifying enzyme"
"2989","PTPRD","Ptprd","protein modifying enzyme"
"2990","PTPRF","Ptprf","protein modifying enzyme"
"2991","PTPRJ","Ptprj","protein modifying enzyme"
"2992","PTPRK","Ptprk","protein modifying enzyme"
"2993","PTPRM","Ptprm","protein modifying enzyme"
"2994","PTPRO","Ptpro","other transmembrane signal receptor"
"2995","PTPRR","Ptprr","protein modifying enzyme"
"2996","PTPRS","Ptprs","protein modifying enzyme"
"2997","PTPRT","Ptprt","protein modifying enzyme"
"2998","PTPRZ1","Ptprz1","protein modifying enzyme"
"2999","PVR","Pvr","cell adhesion"
"3000","PVRIG","Pvrig","other transmembrane signal receptor"
"3001","PYCR1","Pycr1","metabolite interconversion enzyme"
"3002","PYCR2","Pycr2","metabolite interconversion enzyme"
"3003","PYY","Pyy","other intercellular signal"
"3004","QARS1","Qars","translational"
"3005","QDPR","Qdpr","metabolite interconversion enzyme"
"3006","QRFP","Qrfp","other intercellular signal"
"3007","QRFPR","Qrfprl","G-protein coupled receptor"
"3008","QRFPR","Qrfpr","G-protein coupled receptor"
"3009","QSOX1","Qsox1","metabolite interconversion enzyme"
"3010","QSOX2","Qsox2","metabolite interconversion enzyme"
"3011","QTRT1","Qtrt1","RNA metabolism"
"3012","QTRT2","Qtrt2","RNA metabolism"
"3013","RACK1","Rack1","other intercellular signal"
"3014","RAET1E","Raet1d","defense/immunity"
"3015","RAET1E","Raet1e","defense/immunity"
"3016","RAMP1","Ramp1","other transmembrane signal receptor"
"3017","RAMP2","Ramp2","other transmembrane signal receptor"
"3018","RAMP3","Ramp3","other transmembrane signal receptor"
"3019","RAPGEF2","Rapgef2","protein-binding activity modulator"
"3020","RARA","Rara","gene-specific transcriptional regulator"
"3021","RARB","Rarb","gene-specific transcriptional regulator"
"3022","RARG","Rarg","gene-specific transcriptional regulator"
"3023","RARRES1","Rarres1","protein-binding activity modulator"
"3024","RARRES2","Rarres2","other intercellular signal"
"3025","RBMX","Rbmx","RNA metabolism"
"3026","RBP1","Rbp1","transfer/carrier"
"3027","RBP2","Rbp2","transfer/carrier"
"3028","RBP3","Rbp3","unclassified"
"3029","RBP4","Rbp4","transfer/carrier"
"3030","RDH10","Rdh10","metabolite interconversion enzyme"
"3031","RDH11","Rdh11","metabolite interconversion enzyme"
"3032","RDH5","Rdh5","metabolite interconversion enzyme"
"3033","RDH8","Rdh8","metabolite interconversion enzyme"
"3034","RECK","Reck","protein-binding activity modulator"
"3035","REG1A","Reg2","membrane traffic"
"3036","REG1A","Reg1","membrane traffic"
"3037","REG1B","Reg3a","membrane traffic"
"3038","REG1B","Reg3g","membrane traffic"
"3039","REG1B","Reg3d","membrane traffic"
"3040","REG1B","Reg3b","membrane traffic"
"3041","RELA","Rela","gene-specific transcriptional regulator"
"3042","RELL1","Rell1","unclassified"
"3043","RELL2","Rell2","unclassified"
"3044","RELN","Reln","extracellular matrix"
"3045","RELT","Relt","other transmembrane signal receptor"
"3046","REN","Ren1","protein modifying enzyme"
"3047","RERE","Rere","gene-specific transcriptional regulator"
"3048","RET","Ret","tyrosine protein kinase receptor"
"3049","RETN","Retn","other intercellular signal"
"3050","RETSAT","Retsat","unclassified"
"3051","RGMA","Rgma","other intercellular signal"
"3052","RGMB","Rgmb","other transmembrane signal receptor"
"3053","RGS19","Rgs19","protein-binding activity modulator"
"3054","RHAG","Rhag","transporter"
"3055","RHBDF2","Rhbdf2","protein modifying enzyme"
"3056","RHBDL2","Rhbdl2","unclassified"
"3057","RIMS1","Rims1","membrane traffic"
"3058","RIMS2","Rims2","membrane traffic"
"3059","RIOX1","Riox1","unclassified"
"3060","RIOX2","Riox2","unclassified"
"3061","RIPK1","Ripk1","protein modifying enzyme"
"3062","RLF","Rlf","gene-specific transcriptional regulator"
"3063","RLN1","Rln1","peptide hormone"
"3064","RLN2","Rln1","peptide hormone"
"3065","RLN3","Rln3","other intercellular signal"
"3066","RNASE2","Ear2","RNA metabolism"
"3067","RNASE2","Ear1","RNA metabolism"
"3068","RNASE2","Ear6","RNA metabolism"
"3069","RNASE2","Rnase2a","RNA metabolism"
"3070","RNASE2","Ear10","RNA metabolism"
"3071","RNASE2","Rnase2b","RNA metabolism"
"3072","RNASE2","Ear14","RNA metabolism"
"3073","RNF123","Rnf123","unclassified"
"3074","RNF4","Rnf4","unclassified"
"3075","RNF43","Rnf43","protein modifying enzyme"
"3076","ROBO1","Robo1","cell adhesion"
"3077","ROBO2","Robo2","cell adhesion"
"3078","ROBO3","Robo3","scaffold/adaptor"
"3079","ROBO4","Robo4","scaffold/adaptor"
"3080","ROR1","Ror1","tyrosine protein kinase receptor"
"3081","ROR2","Ror2","tyrosine protein kinase receptor"
"3082","RORA","Rora","gene-specific transcriptional regulator"
"3083","RORB","Rorb","gene-specific transcriptional regulator"
"3084","RORC","Rorc","gene-specific transcriptional regulator"
"3085","ROS1","Ros1","tyrosine protein kinase receptor"
"3086","RPE65","Rpe65","metabolite interconversion enzyme"
"3087","RPH3A","Rph3a","unclassified"
"3088","RPS19","Rps19","translational"
"3089","RPSA","Rpsa","translational"
"3090","RRM1","Rrm1","metabolite interconversion enzyme"
"3091","RRM2","Rrm2","metabolite interconversion enzyme"
"3092","RSPO1","Rspo1","other intercellular signal"
"3093","RSPO2","Rspo2","other intercellular signal"
"3094","RSPO3","Rspo3","other intercellular signal"
"3095","RSPO4","Rspo4","unclassified"
"3096","RTN3","Rtn3","unclassified"
"3097","RTN4","Rtn4","unclassified"
"3098","RTN4R","Rtn4r","cell adhesion"
"3099","RTN4RL1","Rtn4rl1","other transmembrane signal receptor"
"3100","RXFP1","Rxfp1","G-protein coupled receptor"
"3101","RXFP2","Rxfp2","G-protein coupled receptor"
"3102","RXFP4","Rxfp4","G-protein coupled receptor"
"3103","RXRA","Rxra","gene-specific transcriptional regulator"
"3104","RXRB","Rxrb","gene-specific transcriptional regulator"
"3105","RXRG","Rxrg","gene-specific transcriptional regulator"
"3106","RYK","Ryk","tyrosine protein kinase receptor"
"3107","RYR1","Ryr1","unclassified"
"3108","RYR2","Ryr2","unclassified"
"3109","RYR3","Ryr3","unclassified"
"3110","S100A1","S100a1","calcium-binding"
"3111","S100A10","S100a10","calcium-binding"
"3112","S100A4","S100a4","calcium-binding"
"3113","S100A8","S100a8","calcium-binding"
"3114","S100A9","Gm5849","calcium-binding"
"3115","S100B","S100b","calcium-binding"
"3116","S1PR1","S1pr1","G-protein coupled receptor"
"3117","S1PR2","S1pr2","G-protein coupled receptor"
"3118","S1PR3","S1pr3","G-protein coupled receptor"
"3119","S1PR4","S1pr4","G-protein coupled receptor"
"3120","S1PR5","S1pr5","G-protein coupled receptor"
"3121","SARAF","Saraf","unclassified"
"3122","SARDH","Sardh","metabolite interconversion enzyme"
"3123","SC5D","Sc5d","metabolite interconversion enzyme"
"3124","SCARA5","Scara5","protein modifying enzyme"
"3125","SCARB1","Scarb1","membrane traffic"
"3126","SCARF1","Scarf1","membrane traffic"
"3127","SCEL","Scel","unclassified"
"3128","SCG2","Scg2","other intercellular signal"
"3129","SCG3","Scg3","unclassified"
"3130","SCG5","Scg5","chaperone"
"3131","SCGB1A1","Scgb1a1","cytokine"
"3132","SCGB3A1","Scgb3a1","other intercellular signal"
"3133","SCGB3A2","Scgb3a2","unclassified"
"3134","SCLY","Scly","metabolite interconversion enzyme"
"3135","SCN1A","Scn1a","ion channel"
"3136","SCN1B","Scn1b","ion channel"
"3137","SCN2A","Scn2a","ion channel"
"3138","SCN2B","Scn2b","structural"
"3139","SCN5A","Scn5a","ion channel"
"3140","SCN8A","Scn8a","ion channel"
"3141","SCRIB","Scrib","scaffold/adaptor"
"3142","SCT","Sct","other intercellular signal"
"3143","SCTR","Sctr","other transmembrane signal receptor"
"3144","SCUBE2","Scube2","extracellular matrix"
"3145","SDC1","Sdc1","other transmembrane signal receptor"
"3146","SDC2","Sdc2","other transmembrane signal receptor"
"3147","SDC3","Sdc3","other transmembrane signal receptor"
"3148","SDC4","Sdc4","other transmembrane signal receptor"
"3149","SDCBP","Sdcbp","membrane traffic"
"3150","SDCBP2","Sdcbp2","membrane traffic"
"3151","SDHA","Sdha","metabolite interconversion enzyme"
"3152","SDHB","Sdhb","metabolite interconversion enzyme"
"3153","SDHC","Sdhc","metabolite interconversion enzyme"
"3154","SDHD","Sdhd","metabolite interconversion enzyme"
"3155","SDK1","Sdk1","structural"
"3156","SDK2","Sdk2","structural"
"3157","SDR16C5","Sdr16c5","metabolite interconversion enzyme"
"3158","SECTM1","Sectm1a","other intercellular signal"
"3159","SECTM1","Sectm1b","other intercellular signal"
"3160","SELE","Sele","defense/immunity"
"3161","SELL","Sell","defense/immunity"
"3162","SELP","Selp","defense/immunity"
"3163","SELPLG","Selplg","other intercellular signal"
"3164","SEMA3A","Sema3a","membrane-bound signaling molecule"
"3165","SEMA3B","Sema3b","membrane-bound signaling molecule"
"3166","SEMA3C","Sema3c","membrane-bound signaling molecule"
"3167","SEMA3D","Sema3d","membrane-bound signaling molecule"
"3168","SEMA3E","Sema3e","membrane-bound signaling molecule"
"3169","SEMA3F","Sema3f","membrane-bound signaling molecule"
"3170","SEMA3G","Sema3g","membrane-bound signaling molecule"
"3171","SEMA4A","Sema4a","membrane-bound signaling molecule"
"3172","SEMA4B","Sema4b","membrane-bound signaling molecule"
"3173","SEMA4C","Sema4c","membrane-bound signaling molecule"
"3174","SEMA4D","Sema4d","membrane-bound signaling molecule"
"3175","SEMA4F","Sema4f","membrane-bound signaling molecule"
"3176","SEMA4G","Sema4g","membrane-bound signaling molecule"
"3177","SEMA5A","Sema5a","membrane-bound signaling molecule"
"3178","SEMA5B","Sema5b","membrane-bound signaling molecule"
"3179","SEMA6A","Sema6a","membrane-bound signaling molecule"
"3180","SEMA6B","Sema6b","membrane-bound signaling molecule"
"3181","SEMA6C","Sema6c","membrane-bound signaling molecule"
"3182","SEMA6D","Sema6d","membrane-bound signaling molecule"
"3183","SEMA7A","Sema7a","membrane-bound signaling molecule"
"3184","SEMG1","Svs3a","unclassified"
"3185","SEMG1","Svs3b","unclassified"
"3186","SEMG1","Svs2","unclassified"
"3187","SERPINA1","Serpina1d","protein-binding activity modulator"
"3188","SERPINA1","Serpina1e","protein-binding activity modulator"
"3189","SERPINA1","Serpina1b","protein-binding activity modulator"
"3190","SERPINA1","Serpina1a","protein-binding activity modulator"
"3191","SERPINA1","Serpina1c","protein-binding activity modulator"
"3192","SERPINA7","Serpina7","protein-binding activity modulator"
"3193","SERPINC1","Serpinc1","protein-binding activity modulator"
"3194","SERPINE1","Serpine1","protein-binding activity modulator"
"3195","SERPINE2","Serpine2","protein-binding activity modulator"
"3196","SERPINF1","Serpinf1","protein-binding activity modulator"
"3197","SERPINF2","Serpinf2","protein-binding activity modulator"
"3198","SERPING1","Serping1","protein-binding activity modulator"
"3199","SERTAD1","Sertad1","gene-specific transcriptional regulator"
"3200","SESTD1","Sestd1","unclassified"
"3201","SFRP1","Sfrp1","other transmembrane signal receptor"
"3202","SFRP2","Sfrp2","other transmembrane signal receptor"
"3203","SFRP4","Sfrp4","other transmembrane signal receptor"
"3204","SFRP5","Sfrp5","other transmembrane signal receptor"
"3205","SFTPA1","Sftpa1","structural"
"3206","SFTPA2","Sftpa1","structural"
"3207","SFTPD","Sftpd","structural"
"3208","SGCG","Sgcg","cytoskeletal"
"3209","SGMS2","Sgms2","unclassified"
"3210","SGSH","Sgsh","metabolite interconversion enzyme"
"3211","SH2B3","Sh2b3","scaffold/adaptor"
"3212","SH2D1A","Sh2d1a","unclassified"
"3213","SH2D1B","Sh2d1b2","unclassified"
"3214","SH2D1B","Sh2d1b1","unclassified"
"3215","SHANK1","Shank1","scaffold/adaptor"
"3216","SHANK2","Shank2","scaffold/adaptor"
"3217","SHBG","Shbg","unclassified"
"3218","SHC1","Shc1","scaffold/adaptor"
"3219","SHH","Shh","other intercellular signal"
"3220","SHISA4","Shisa4","scaffold/adaptor"
"3221","SHMT1","Shmt1","metabolite interconversion enzyme"
"3222","SHMT2","Shmt2","metabolite interconversion enzyme"
"3223","SI","Sis","metabolite interconversion enzyme"
"3224","SIGIRR","Sigirr","other transmembrane signal receptor"
"3225","SIGLEC1","Siglec1","unclassified"
"3226","SIGLEC10","Siglecg","cell adhesion"
"3227","SIGLEC11","Siglecg","cell adhesion"
"3228","SIGLEC12","Siglece","cell adhesion"
"3229","SIGLEC15","Siglec15","unclassified"
"3230","SIGLEC6","Cd33","cell adhesion"
"3231","SIGLEC6","Siglech","cell adhesion"
"3232","SIGLEC6","Siglecf","cell adhesion"
"3233","SIGLEC7","Siglece","cell adhesion"
"3234","SIGLEC8","Siglece","cell adhesion"
"3235","SIGLEC9","Siglece","cell adhesion"
"3236","SIRPA","Sirpb1a","other transmembrane signal receptor"
"3237","SIRPA","Sirpb1c","other transmembrane signal receptor"
"3238","SIRPA","Sirpa","other transmembrane signal receptor"
"3239","SIRPA","Gm9733","other transmembrane signal receptor"
"3240","SIRPA","Gm5150","other transmembrane signal receptor"
"3241","SIRPA","Sirpb1b","other transmembrane signal receptor"
"3242","SIRPB1","Gm9733","other transmembrane signal receptor"
"3243","SIRPB1","Gm5150","other transmembrane signal receptor"
"3244","SIRPB1","Sirpa","other transmembrane signal receptor"
"3245","SIRPB1","Sirpb1a","other transmembrane signal receptor"
"3246","SIRPB1","Sirpb1c","other transmembrane signal receptor"
"3247","SIRPB1","Sirpb1b","other transmembrane signal receptor"
"3248","SIRPG","Sirpb1b","other transmembrane signal receptor"
"3249","SIRPG","Gm5150","other transmembrane signal receptor"
"3250","SIRPG","Sirpa","other transmembrane signal receptor"
"3251","SIRPG","Sirpb1a","other transmembrane signal receptor"
"3252","SIRPG","Gm9733","other transmembrane signal receptor"
"3253","SIRPG","Sirpb1c","other transmembrane signal receptor"
"3254","SLAMF1","Slamf1","defense/immunity"
"3255","SLAMF6","Slamf6","defense/immunity"
"3256","SLAMF7","Slamf7","defense/immunity"
"3257","SLAMF8","Slamf8","defense/immunity"
"3258","SLAMF9","Slamf9","defense/immunity"
"3259","SLC10A1","Slc10a1","transporter"
"3260","SLC10A2","Slc10a2","transporter"
"3261","SLC11A1","Slc11a1","transporter"
"3262","SLC11A2","Slc11a2","transporter"
"3263","SLC12A1","Slc12a1","transporter"
"3264","SLC12A2","Slc12a2","transporter"
"3265","SLC12A4","Slc12a4","transporter"
"3266","SLC12A5","Slc12a5","transporter"
"3267","SLC12A6","Slc12a6","transporter"
"3268","SLC12A6","Gm21985","transporter"
"3269","SLC12A7","Slc12a7","transporter"
"3270","SLC13A5","Slc13a5","transporter"
"3271","SLC14A1","Slc14a1","transporter"
"3272","SLC14A2","Slc14a2","transporter"
"3273","SLC15A1","Slc15a1","transporter"
"3274","SLC16A1","Slc16a1","transporter"
"3275","SLC16A10","Slc16a10","transporter"
"3276","SLC16A11","Slc16a11","transporter"
"3277","SLC16A12","Slc16a12","transporter"
"3278","SLC16A2","Slc16a2","transporter"
"3279","SLC16A3","Slc16a3","transporter"
"3280","SLC16A4","Slc16a4","transporter"
"3281","SLC16A7","Slc16a7","transporter"
"3282","SLC17A1","Slc17a1","transporter"
"3283","SLC17A7","Slc17a7","transporter"
"3284","SLC18A2","Slc18a2","transporter"
"3285","SLC18A3","Slc18a3","transporter"
"3286","SLC19A1","Slc19a1","transporter"
"3287","SLC1A2","Slc1a2","transporter"
"3288","SLC1A4","Slc1a4","transporter"
"3289","SLC1A5","Slc1a5","transporter"
"3290","SLC22A1","Slc22a1","transporter"
"3291","SLC22A16","Slc22a16","transporter"
"3292","SLC22A2","Slc22a2","transporter"
"3293","SLC22A3","Slc22a3","transporter"
"3294","SLC22A4","Slc22a4","transporter"
"3295","SLC22A5","Slc22a21","transporter"
"3296","SLC22A5","Slc22a5","transporter"
"3297","SLC22A6","Slc22a6","transporter"
"3298","SLC22A7","Slc22a7","transporter"
"3299","SLC25A32","Slc25a32","transporter"
"3300","SLC27A1","Slc27a1","transporter"
"3301","SLC27A2","Slc27a2","transporter"
"3302","SLC27A5","Slc27a5","transporter"
"3303","SLC28A3","Slc28a3","transporter"
"3304","SLC29A1","Slc29a1","transporter"
"3305","SLC29A2","Slc29a2","transporter"
"3306","SLC29A3","Slc29a3","transporter"
"3307","SLC2A1","Slc2a1","transporter"
"3308","SLC2A10","Slc2a10","transporter"
"3309","SLC2A12","Slc2a12","transporter"
"3310","SLC2A2","Slc2a2","transporter"
"3311","SLC2A4","Slc2a4","transporter"
"3312","SLC2A5","Slc2a5","transporter"
"3313","SLC2A6","Slc2a6","unclassified"
"3314","SLC2A7","Slc2a7","transporter"
"3315","SLC2A8","Slc2a8","unclassified"
"3316","SLC2A9","Slc2a9","transporter"
"3317","SLC31A1","Slc31a1","transporter"
"3318","SLC31A2","Slc31a2","transporter"
"3319","SLC35F5","Slc35f5","transporter"
"3320","SLC36A1","Slc36a1","transporter"
"3321","SLC36A4","Slc36a4","transporter"
"3322","SLC37A1","Slc37a1","transporter"
"3323","SLC38A1","Slc38a1","transporter"
"3324","SLC38A2","Slc38a2","transporter"
"3325","SLC38A3","Slc38a3","transporter"
"3326","SLC38A4","Slc38a4","transporter"
"3327","SLC38A5","Slc38a5","transporter"
"3328","SLC38A7","Slc38a7","transporter"
"3329","SLC38A8","Slc38a8","transporter"
"3330","SLC3A2","Slc3a2","unclassified"
"3331","SLC40A1","Slc40a1","transporter"
"3332","SLC43A1","Slc43a1","unclassified"
"3333","SLC43A2","Slc43a2","unclassified"
"3334","SLC44A1","Slc44a1","transporter"
"3335","SLC44A2","Slc44a2","transporter"
"3336","SLC44A3","Slc44a3","transporter"
"3337","SLC44A4","Slc44a4","transporter"
"3338","SLC44A5","Slc44a5","transporter"
"3339","SLC45A3","Slc45a3","transporter"
"3340","SLC46A1","Slc46a1","unclassified"
"3341","SLC4A10","Slc4a10","transporter"
"3342","SLC4A11","Slc4a11","transporter"
"3343","SLC52A1","Slc52a2","transporter"
"3344","SLC52A2","Slc52a2","transporter"
"3345","SLC5A1","Slc5a1","transporter"
"3346","SLC5A11","Slc5a11","transporter"
"3347","SLC5A5","Slc5a5","transporter"
"3348","SLC5A6","Slc5a6","transporter"
"3349","SLC5A7","Slc5a7","transporter"
"3350","SLC6A1","Slc6a1","transporter"
"3351","SLC6A11","Slc6a11","transporter"
"3352","SLC6A12","Slc6a12","transporter"
"3353","SLC6A13","Slc6a13","transporter"
"3354","SLC6A19","Slc6a19","transporter"
"3355","SLC6A2","Slc6a2","transporter"
"3356","SLC6A3","Slc6a3","transporter"
"3357","SLC6A4","Slc6a4","transporter"
"3358","SLC6A5","Slc6a5","transporter"
"3359","SLC6A6","Slc6a6","transporter"
"3360","SLC6A8","Slc6a8","transporter"
"3361","SLC6A9","Slc6a9","transporter"
"3362","SLC7A1","Slc7a1","transporter"
"3363","SLC7A10","Slc7a10","transporter"
"3364","SLC7A11","Slc7a11","transporter"
"3365","SLC7A2","Slc7a2","transporter"
"3366","SLC7A3","Slc7a3","transporter"
"3367","SLC7A5","Slc7a5","transporter"
"3368","SLC7A6","Slc7a6","transporter"
"3369","SLC7A7","Slc7a7","transporter"
"3370","SLC7A8","Slc7a8","transporter"
"3371","SLCO1A2","Gm5724","transporter"
"3372","SLCO1A2","Slco1a4","transporter"
"3373","SLCO1A2","Slco1a1","transporter"
"3374","SLCO1A2","Slco1a6","transporter"
"3375","SLCO1A2","Slco1a5","transporter"
"3376","SLCO1A2","Gm6614","transporter"
"3377","SLCO1B1","Slco1b2","transporter"
"3378","SLCO1B3","Slco1b2","transporter"
"3379","SLCO1C1","Slco1c1","transporter"
"3380","SLCO2A1","Slco2a1","transporter"
"3381","SLCO2B1","Slco2b1","transporter"
"3382","SLCO4A1","Slco4a1","transporter"
"3383","SLIT1","Slit1","other intercellular signal"
"3384","SLIT2","Slit2","other intercellular signal"
"3385","SLIT3","Slit3","other intercellular signal"
"3386","SLITRK1","Slitrk1","other transmembrane signal receptor"
"3387","SLITRK2","Slitrk2","other transmembrane signal receptor"
"3388","SLITRK3","Slitrk3","other transmembrane signal receptor"
"3389","SLITRK4","Slitrk4","other transmembrane signal receptor"
"3390","SLITRK5","Slitrk5","other transmembrane signal receptor"
"3391","SLITRK6","Slitrk6","other transmembrane signal receptor"
"3392","SLPI","Slpi","protein-binding activity modulator"
"3393","SLURP1","Slurp1","other intercellular signal"
"3394","SMAD3","Smad3","gene-specific transcriptional regulator"
"3395","SMAP1","Smap1","unclassified"
"3396","SMIM20","Smim20","unclassified"
"3397","SMO","Smo","other transmembrane signal receptor"
"3398","SMOX","Smox","metabolite interconversion enzyme"
"3399","SMS","Sms","unclassified"
"3400","SNCA","Snca","membrane traffic"
"3401","SNTG1","Sntg1","scaffold/adaptor"
"3402","SNTG2","Sntg2","scaffold/adaptor"
"3403","SNX14","Snx14","scaffold/adaptor"
"3404","SNX2","Snx2","scaffold/adaptor"
"3405","SOCS1","Socs1","protein-binding activity modulator"
"3406","SOCS2","Socs2","protein-binding activity modulator"
"3407","SOD1","Sod1","metabolite interconversion enzyme"
"3408","SOD2","Sod2","metabolite interconversion enzyme"
"3409","SOD3","Sod3","metabolite interconversion enzyme"
"3410","SORBS1","Sorbs1","scaffold/adaptor"
"3411","SORCS1","Sorcs1","membrane traffic"
"3412","SORCS2","Sorcs2","membrane traffic"
"3413","SORCS3","Sorcs3","membrane traffic"
"3414","SORD","Sord","metabolite interconversion enzyme"
"3415","SORL1","Sorl1","membrane traffic"
"3416","SORT1","Sort1","membrane traffic"
"3417","SOST","Sost","other intercellular signal"
"3418","SOSTDC1","Sostdc1","other intercellular signal"
